touch_id,email,customer_id,channel,campaign_id,touched_at
MT-05855,user884@example.com,884,social,cmp-05855,2024-05-03
MT-05856,user885@example.com,885,partner,cmp-05856,2024-05-04
MT-05857,user886@example.com,886,email,cmp-05857,2024-05-05
MT-05858,user887@example.com,887,ads,cmp-05858,2024-05-06
MT-05859,user888@example.com,888,social,cmp-05859,2024-05-07
MT-05860,user889@example.com,889,partner,cmp-05860,2024-05-08
MT-05861,user890@example.com,890,email,cmp-05861,2024-05-09
MT-05862,user891@example.com,891,ads,cmp-05862,2024-05-10
MT-05863,user892@example.com,892,social,cmp-05863,2024-05-11
MT-05864,user893@example.com,893,partner,cmp-05864,2024-05-12
MT-05865,alan@example.com,894,email,cmp-05865,2024-05-13
MT-05866,user895@example.com,895,ads,cmp-05866,2024-05-14
MT-05867,user896@example.com,896,social,cmp-05867,2024-05-15
MT-05868,user897@example.com,897,partner,cmp-05868,2024-05-16
MT-05869,user898@example.com,898,email,cmp-05869,2024-05-17
MT-05870,user899@example.com,899,ads,cmp-05870,2024-05-18
MT-05871,user900@example.com,900,social,cmp-05871,2024-05-19
MT-05872,user901@example.com,901,partner,cmp-05872,2024-05-20
MT-05873,user902@example.com,902,email,cmp-05873,2024-05-21
MT-05874,user903@example.com,903,ads,cmp-05874,2024-05-22
MT-05875,user904@example.com,904,social,cmp-05875,2024-05-23
MT-05876,user905@example.com,905,partner,cmp-05876,2024-05-24
MT-05877,user906@example.com,906,email,cmp-05877,2024-05-25
MT-05878,user907@example.com,907,ads,cmp-05878,2024-05-26
MT-05879,user908@example.com,908,social,cmp-05879,2024-05-27
MT-05880,user909@example.com,909,partner,cmp-05880,2024-05-28
MT-05881,user910@example.com,910,email,cmp-05881,2024-05-01
MT-05882,user911@example.com,911,ads,cmp-05882,2024-05-02
MT-05883,user912@example.com,912,social,cmp-05883,2024-05-03
MT-05884,user913@example.com,913,partner,cmp-05884,2024-05-04
MT-05885,user914@example.com,914,email,cmp-05885,2024-05-05
MT-05886,user915@example.com,915,ads,cmp-05886,2024-05-06
MT-05887,user916@example.com,916,social,cmp-05887,2024-05-07
MT-05888,user917@example.com,917,partner,cmp-05888,2024-05-08
MT-05889,ada@example.com,918,email,cmp-05889,2024-05-09
MT-05890,user919@example.com,919,ads,cmp-05890,2024-05-10
MT-05891,user920@example.com,920,social,cmp-05891,2024-05-11
MT-05892,user921@example.com,921,partner,cmp-05892,2024-05-12
MT-05893,user922@example.com,922,email,cmp-05893,2024-05-13
MT-05894,user923@example.com,923,ads,cmp-05894,2024-05-14
MT-05895,user924@example.com,924,social,cmp-05895,2024-05-15
MT-05896,user925@example.com,925,partner,cmp-05896,2024-05-16
MT-05897,user926@example.com,926,email,cmp-05897,2024-05-17
MT-05898,user927@example.com,927,ads,cmp-05898,2024-05-18
MT-05899,user928@example.com,928,social,cmp-05899,2024-05-19
MT-05900,user929@example.com,929,partner,cmp-05900,2024-05-20
MT-05901,user930@example.com,930,email,cmp-05901,2024-05-21
MT-05902,user931@example.com,931,ads,cmp-05902,2024-05-22
MT-05903,user932@example.com,932,social,cmp-05903,2024-05-23
MT-05904,user933@example.com,933,partner,cmp-05904,2024-05-24
MT-05905,user934@example.com,934,email,cmp-05905,2024-05-25
MT-05906,user935@example.com,935,ads,cmp-05906,2024-05-26
MT-05907,user936@example.com,936,social,cmp-05907,2024-05-27
MT-05908,user937@example.com,937,partner,cmp-05908,2024-05-28
MT-05909,user938@example.com,938,email,cmp-05909,2024-05-01
MT-05910,user939@example.com,939,ads,cmp-05910,2024-05-02
MT-05911,user940@example.com,940,social,cmp-05911,2024-05-03
MT-05912,user941@example.com,941,partner,cmp-05912,2024-05-04
MT-05913,user942@example.com,942,email,cmp-05913,2024-05-05
MT-05914,user943@example.com,943,ads,cmp-05914,2024-05-06
MT-05915,user944@example.com,944,social,cmp-05915,2024-05-07
MT-05916,user945@example.com,945,partner,cmp-05916,2024-05-08
MT-05917,user946@example.com,946,email,cmp-05917,2024-05-09
MT-05918,user947@example.com,947,ads,cmp-05918,2024-05-10
MT-05919,user948@example.com,948,social,cmp-05919,2024-05-11
MT-05920,user949@example.com,949,partner,cmp-05920,2024-05-12
MT-05921,user950@example.com,950,email,cmp-05921,2024-05-13
MT-05922,user951@example.com,951,ads,cmp-05922,2024-05-14
MT-05923,user952@example.com,952,social,cmp-05923,2024-05-15
MT-05924,user953@example.com,953,partner,cmp-05924,2024-05-16
MT-05925,user954@example.com,954,email,cmp-05925,2024-05-17
MT-05926,user955@example.com,955,ads,cmp-05926,2024-05-18
MT-05927,user956@example.com,956,social,cmp-05927,2024-05-19
MT-05928,user957@example.com,957,partner,cmp-05928,2024-05-20
MT-05929,user958@example.com,958,email,cmp-05929,2024-05-21
MT-05930,user959@example.com,959,ads,cmp-05930,2024-05-22
MT-05931,user960@example.com,960,social,cmp-05931,2024-05-23
MT-05932,user961@example.com,961,partner,cmp-05932,2024-05-24
MT-05933,user962@example.com,962,email,cmp-05933,2024-05-25
MT-05934,user963@example.com,963,ads,cmp-05934,2024-05-26
MT-05935,grace@example.com,964,social,cmp-05935,2024-05-27
MT-05936,user965@example.com,965,partner,cmp-05936,2024-05-28
MT-05937,user966@example.com,966,email,cmp-05937,2024-05-01
MT-05938,user967@example.com,967,ads,cmp-05938,2024-05-02
MT-05939,user968@example.com,968,social,cmp-05939,2024-05-03
MT-05940,user969@example.com,969,partner,cmp-05940,2024-05-04
MT-05941,user970@example.com,970,email,cmp-05941,2024-05-05
MT-05942,user971@example.com,971,ads,cmp-05942,2024-05-06
MT-05943,user972@example.com,972,social,cmp-05943,2024-05-07
MT-05944,user973@example.com,973,partner,cmp-05944,2024-05-08
MT-05945,user974@example.com,974,email,cmp-05945,2024-05-09
MT-05946,user975@example.com,975,ads,cmp-05946,2024-05-10
MT-05947,user976@example.com,976,social,cmp-05947,2024-05-11
MT-05948,alan@example.com,977,partner,cmp-05948,2024-05-12
MT-05949,user978@example.com,978,email,cmp-05949,2024-05-13
MT-05950,user979@example.com,979,ads,cmp-05950,2024-05-14
MT-05951,user980@example.com,980,social,cmp-05951,2024-05-15
MT-05952,user981@example.com,981,partner,cmp-05952,2024-05-16
MT-05953,user982@example.com,982,email,cmp-05953,2024-05-17
MT-05954,user983@example.com,983,ads,cmp-05954,2024-05-18
MT-05955,user984@example.com,984,social,cmp-05955,2024-05-19
MT-05956,user985@example.com,985,partner,cmp-05956,2024-05-20
MT-05957,user986@example.com,986,email,cmp-05957,2024-05-21
MT-05958,user987@example.com,987,ads,cmp-05958,2024-05-22
MT-05959,user988@example.com,988,social,cmp-05959,2024-05-23
MT-05960,user989@example.com,989,partner,cmp-05960,2024-05-24
MT-05961,user990@example.com,990,email,cmp-05961,2024-05-25
MT-05962,user991@example.com,991,ads,cmp-05962,2024-05-26
MT-05963,user992@example.com,992,social,cmp-05963,2024-05-27
MT-05964,user993@example.com,993,partner,cmp-05964,2024-05-28
MT-05965,user994@example.com,994,email,cmp-05965,2024-05-01
MT-05966,user995@example.com,995,ads,cmp-05966,2024-05-02
MT-05967,user996@example.com,996,social,cmp-05967,2024-05-03
MT-05968,user997@example.com,997,partner,cmp-05968,2024-05-04
MT-05969,user998@example.com,998,email,cmp-05969,2024-05-05
MT-05970,user999@example.com,999,ads,cmp-05970,2024-05-06
MT-05971,user1000@example.com,1000,social,cmp-05971,2024-05-07
MT-05972,user1001@example.com,1001,partner,cmp-05972,2024-05-08
MT-05973,user1002@example.com,1002,email,cmp-05973,2024-05-09
MT-05974,user1003@example.com,1003,ads,cmp-05974,2024-05-10
MT-05975,user1004@example.com,1004,social,cmp-05975,2024-05-11
MT-05976,user1005@example.com,1005,partner,cmp-05976,2024-05-12
MT-05977,user1006@example.com,1006,email,cmp-05977,2024-05-13
MT-05978,user1007@example.com,1007,ads,cmp-05978,2024-05-14
MT-05979,user1008@example.com,1008,social,cmp-05979,2024-05-15
MT-05980,user1009@example.com,1009,partner,cmp-05980,2024-05-16
MT-05981,user1010@example.com,1010,email,cmp-05981,2024-05-17
MT-05982,user1011@example.com,1011,ads,cmp-05982,2024-05-18
MT-05983,user1012@example.com,1012,social,cmp-05983,2024-05-19
MT-05984,user1013@example.com,1013,partner,cmp-05984,2024-05-20
MT-05985,user1014@example.com,1014,email,cmp-05985,2024-05-21
MT-05986,ada@example.com,1015,ads,cmp-05986,2024-05-22
MT-05987,user1016@example.com,1016,social,cmp-05987,2024-05-23
MT-05988,user1017@example.com,1017,partner,cmp-05988,2024-05-24
MT-05989,user1018@example.com,1018,email,cmp-05989,2024-05-25
MT-05990,user1019@example.com,1019,ads,cmp-05990,2024-05-26
MT-05991,user1020@example.com,1020,social,cmp-05991,2024-05-27
MT-05992,user1021@example.com,1021,partner,cmp-05992,2024-05-28
MT-05993,user1022@example.com,1022,email,cmp-05993,2024-05-01
MT-05994,user1023@example.com,1023,ads,cmp-05994,2024-05-02
MT-05995,user1024@example.com,1024,social,cmp-05995,2024-05-03
MT-05996,user1025@example.com,1025,partner,cmp-05996,2024-05-04
MT-05997,user1026@example.com,1026,email,cmp-05997,2024-05-05
MT-05998,user1027@example.com,1027,ads,cmp-05998,2024-05-06
MT-05999,user1028@example.com,1028,social,cmp-05999,2024-05-07
MT-06000,user1029@example.com,1029,partner,cmp-06000,2024-05-08
MT-06001,user1030@example.com,1030,email,cmp-06001,2024-05-09
MT-06002,user1031@example.com,1031,ads,cmp-06002,2024-05-10
MT-06003,user1032@example.com,1032,social,cmp-06003,2024-05-11
MT-06004,user1033@example.com,1033,partner,cmp-06004,2024-05-12
MT-06005,user1034@example.com,1034,email,cmp-06005,2024-05-13
MT-06006,user1035@example.com,1035,ads,cmp-06006,2024-05-14
MT-06007,user1036@example.com,1036,social,cmp-06007,2024-05-15
MT-06008,user1037@example.com,1037,partner,cmp-06008,2024-05-16
MT-06009,user1038@example.com,1038,email,cmp-06009,2024-05-17
MT-06010,user1039@example.com,1039,ads,cmp-06010,2024-05-18
MT-06011,user1040@example.com,1040,social,cmp-06011,2024-05-19
MT-06012,user1041@example.com,1041,partner,cmp-06012,2024-05-20
MT-06013,user1042@example.com,1042,email,cmp-06013,2024-05-21
MT-06014,user1043@example.com,1043,ads,cmp-06014,2024-05-22
MT-06015,user1044@example.com,1044,social,cmp-06015,2024-05-23
MT-06016,user1045@example.com,1045,partner,cmp-06016,2024-05-24
MT-06017,user1046@example.com,1046,email,cmp-06017,2024-05-25
MT-06018,user1047@example.com,1047,ads,cmp-06018,2024-05-26
MT-06019,user1048@example.com,1048,social,cmp-06019,2024-05-27
MT-06020,user1049@example.com,1049,partner,cmp-06020,2024-05-28
MT-06021,user1050@example.com,1050,email,cmp-06021,2024-05-01
MT-06022,user1051@example.com,1051,ads,cmp-06022,2024-05-02
MT-06023,user1052@example.com,1052,social,cmp-06023,2024-05-03
MT-06024,grace@example.com,1053,partner,cmp-06024,2024-05-04
MT-06025,user1054@example.com,1054,email,cmp-06025,2024-05-05
MT-06026,user1055@example.com,1055,ads,cmp-06026,2024-05-06
MT-06027,user1056@example.com,1056,social,cmp-06027,2024-05-07
MT-06028,user1057@example.com,1057,partner,cmp-06028,2024-05-08
MT-06029,user1058@example.com,1058,email,cmp-06029,2024-05-09
MT-06030,user1059@example.com,1059,ads,cmp-06030,2024-05-10
MT-06031,alan@example.com,1060,social,cmp-06031,2024-05-11
MT-06032,user1061@example.com,1061,partner,cmp-06032,2024-05-12
MT-06033,user1062@example.com,1062,email,cmp-06033,2024-05-13
MT-06034,user1063@example.com,1063,ads,cmp-06034,2024-05-14
MT-06035,user1064@example.com,1064,social,cmp-06035,2024-05-15
MT-06036,user1065@example.com,1065,partner,cmp-06036,2024-05-16
MT-06037,user1066@example.com,1066,email,cmp-06037,2024-05-17
MT-06038,user1067@example.com,1067,ads,cmp-06038,2024-05-18
MT-06039,user1068@example.com,1068,social,cmp-06039,2024-05-19
MT-06040,user1069@example.com,1069,partner,cmp-06040,2024-05-20
MT-06041,user1070@example.com,1070,email,cmp-06041,2024-05-21
MT-06042,user1071@example.com,1071,ads,cmp-06042,2024-05-22
MT-06043,user1072@example.com,1072,social,cmp-06043,2024-05-23
MT-06044,user1073@example.com,1073,partner,cmp-06044,2024-05-24
MT-06045,user1074@example.com,1074,email,cmp-06045,2024-05-25
MT-06046,user1075@example.com,1075,ads,cmp-06046,2024-05-26
MT-06047,user1076@example.com,1076,social,cmp-06047,2024-05-27
MT-06048,user1077@example.com,1077,partner,cmp-06048,2024-05-28
MT-06049,user1078@example.com,1078,email,cmp-06049,2024-05-01
MT-06050,user1079@example.com,1079,ads,cmp-06050,2024-05-02
MT-06051,user1080@example.com,1080,social,cmp-06051,2024-05-03
MT-06052,user1081@example.com,1081,partner,cmp-06052,2024-05-04
MT-06053,user1082@example.com,1082,email,cmp-06053,2024-05-05
MT-06054,user1083@example.com,1083,ads,cmp-06054,2024-05-06
MT-06055,user1084@example.com,1084,social,cmp-06055,2024-05-07
MT-06056,user1085@example.com,1085,partner,cmp-06056,2024-05-08
MT-06057,user1086@example.com,1086,email,cmp-06057,2024-05-09
MT-06058,user1087@example.com,1087,ads,cmp-06058,2024-05-10
MT-06059,user1088@example.com,1088,social,cmp-06059,2024-05-11
MT-06060,user1089@example.com,1089,partner,cmp-06060,2024-05-12
MT-06061,user1090@example.com,1090,email,cmp-06061,2024-05-13
MT-06062,user1091@example.com,1091,ads,cmp-06062,2024-05-14
MT-06063,user1092@example.com,1092,social,cmp-06063,2024-05-15
MT-06064,user1093@example.com,1093,partner,cmp-06064,2024-05-16
MT-06065,user1094@example.com,1094,email,cmp-06065,2024-05-17
MT-06066,user1095@example.com,1095,ads,cmp-06066,2024-05-18
MT-06067,user1096@example.com,1096,social,cmp-06067,2024-05-19
MT-06068,user1097@example.com,1097,partner,cmp-06068,2024-05-20
MT-06069,user1098@example.com,1098,email,cmp-06069,2024-05-21
MT-06070,user1099@example.com,1099,ads,cmp-06070,2024-05-22
MT-06071,user1100@example.com,1100,social,cmp-06071,2024-05-23
MT-06072,user1101@example.com,1101,partner,cmp-06072,2024-05-24
MT-06073,user1102@example.com,1102,email,cmp-06073,2024-05-25
MT-06074,user1103@example.com,1103,ads,cmp-06074,2024-05-26
MT-06075,user1104@example.com,1104,social,cmp-06075,2024-05-27
MT-06076,user1105@example.com,1105,partner,cmp-06076,2024-05-28
MT-06077,user1106@example.com,1106,email,cmp-06077,2024-05-01
MT-06078,user1107@example.com,1107,ads,cmp-06078,2024-05-02
MT-06079,user1108@example.com,1108,social,cmp-06079,2024-05-03
MT-06080,user1109@example.com,1109,partner,cmp-06080,2024-05-04
MT-06081,user1110@example.com,1110,email,cmp-06081,2024-05-05
MT-06082,user1111@example.com,1111,ads,cmp-06082,2024-05-06
MT-06083,ada@example.com,1112,social,cmp-06083,2024-05-07
MT-06084,user1113@example.com,1113,partner,cmp-06084,2024-05-08
MT-06085,user1114@example.com,1114,email,cmp-06085,2024-05-09
MT-06086,user1115@example.com,1115,ads,cmp-06086,2024-05-10
MT-06087,user1116@example.com,1116,social,cmp-06087,2024-05-11
MT-06088,user1117@example.com,1117,partner,cmp-06088,2024-05-12
MT-06089,user1118@example.com,1118,email,cmp-06089,2024-05-13
MT-06090,user1119@example.com,1119,ads,cmp-06090,2024-05-14
MT-06091,user1120@example.com,1120,social,cmp-06091,2024-05-15
MT-06092,user1121@example.com,1121,partner,cmp-06092,2024-05-16
MT-06093,user1122@example.com,1122,email,cmp-06093,2024-05-17
MT-06094,user1123@example.com,1123,ads,cmp-06094,2024-05-18
MT-06095,user1124@example.com,1124,social,cmp-06095,2024-05-19
MT-06096,user1125@example.com,1125,partner,cmp-06096,2024-05-20
MT-06097,user1126@example.com,1126,email,cmp-06097,2024-05-21
MT-06098,user1127@example.com,1127,ads,cmp-06098,2024-05-22
MT-06099,user1128@example.com,1128,social,cmp-06099,2024-05-23
MT-06100,user1129@example.com,1129,partner,cmp-06100,2024-05-24
MT-06101,user1130@example.com,1130,email,cmp-06101,2024-05-25
MT-06102,user1131@example.com,1131,ads,cmp-06102,2024-05-26
MT-06103,user1132@example.com,1132,social,cmp-06103,2024-05-27
MT-06104,user1133@example.com,1133,partner,cmp-06104,2024-05-28
MT-06105,user1134@example.com,1134,email,cmp-06105,2024-05-01
MT-06106,user1135@example.com,1135,ads,cmp-06106,2024-05-02
MT-06107,user1136@example.com,1136,social,cmp-06107,2024-05-03
MT-06108,user1137@example.com,1137,partner,cmp-06108,2024-05-04
MT-06109,user1138@example.com,1138,email,cmp-06109,2024-05-05
MT-06110,user1139@example.com,1139,ads,cmp-06110,2024-05-06
MT-06111,user1140@example.com,1140,social,cmp-06111,2024-05-07
MT-06112,user1141@example.com,1141,partner,cmp-06112,2024-05-08
MT-06113,grace@example.com,1142,email,cmp-06113,2024-05-09
MT-06114,alan@example.com,1143,ads,cmp-06114,2024-05-10
MT-06115,user1144@example.com,1144,social,cmp-06115,2024-05-11
MT-06116,user1145@example.com,1145,partner,cmp-06116,2024-05-12
MT-06117,user1146@example.com,1146,email,cmp-06117,2024-05-13
MT-06118,user1147@example.com,1147,ads,cmp-06118,2024-05-14
MT-06119,user1148@example.com,1148,social,cmp-06119,2024-05-15
MT-06120,user1149@example.com,1149,partner,cmp-06120,2024-05-16
MT-06121,user1150@example.com,1150,email,cmp-06121,2024-05-17
MT-06122,user1151@example.com,1151,ads,cmp-06122,2024-05-18
MT-06123,user1152@example.com,1152,social,cmp-06123,2024-05-19
MT-06124,user1153@example.com,1153,partner,cmp-06124,2024-05-20
MT-06125,user1154@example.com,1154,email,cmp-06125,2024-05-21
MT-06126,user1155@example.com,1155,ads,cmp-06126,2024-05-22
MT-06127,user1156@example.com,1156,social,cmp-06127,2024-05-23
MT-06128,user1157@example.com,1157,partner,cmp-06128,2024-05-24
MT-06129,user1158@example.com,1158,email,cmp-06129,2024-05-25
MT-06130,user1159@example.com,1159,ads,cmp-06130,2024-05-26
MT-06131,user1160@example.com,1160,social,cmp-06131,2024-05-27
MT-06132,user1161@example.com,1161,partner,cmp-06132,2024-05-28
MT-06133,user1162@example.com,1162,email,cmp-06133,2024-05-01
MT-06134,user1163@example.com,1163,ads,cmp-06134,2024-05-02
MT-06135,user1164@example.com,1164,social,cmp-06135,2024-05-03
MT-06136,user1165@example.com,1165,partner,cmp-06136,2024-05-04
MT-06137,user1166@example.com,1166,email,cmp-06137,2024-05-05
MT-06138,user1167@example.com,1167,ads,cmp-06138,2024-05-06
MT-06139,user1168@example.com,1168,social,cmp-06139,2024-05-07
MT-06140,user1169@example.com,1169,partner,cmp-06140,2024-05-08
MT-06141,user1170@example.com,1170,email,cmp-06141,2024-05-09
MT-06142,user1171@example.com,1171,ads,cmp-06142,2024-05-10
MT-06143,user1172@example.com,1172,social,cmp-06143,2024-05-11
MT-06144,user1173@example.com,1173,partner,cmp-06144,2024-05-12
MT-06145,user1174@example.com,1174,email,cmp-06145,2024-05-13
MT-06146,user1175@example.com,1175,ads,cmp-06146,2024-05-14
MT-06147,user1176@example.com,1176,social,cmp-06147,2024-05-15
MT-06148,user1177@example.com,1177,partner,cmp-06148,2024-05-16
MT-06149,user1178@example.com,1178,email,cmp-06149,2024-05-17
MT-06150,user1179@example.com,1179,ads,cmp-06150,2024-05-18
MT-06151,user1180@example.com,1180,social,cmp-06151,2024-05-19
MT-06152,user1181@example.com,1181,partner,cmp-06152,2024-05-20
MT-06153,user1182@example.com,1182,email,cmp-06153,2024-05-21
MT-06154,user1183@example.com,1183,ads,cmp-06154,2024-05-22
MT-06155,user1184@example.com,1184,social,cmp-06155,2024-05-23
MT-06156,user1185@example.com,1185,partner,cmp-06156,2024-05-24
MT-06157,user1186@example.com,1186,email,cmp-06157,2024-05-25
MT-06158,user1187@example.com,1187,ads,cmp-06158,2024-05-26
MT-06159,user1188@example.com,1188,social,cmp-06159,2024-05-27
MT-06160,user1189@example.com,1189,partner,cmp-06160,2024-05-28
MT-06161,user1190@example.com,1190,email,cmp-06161,2024-05-01
MT-06162,user1191@example.com,1191,ads,cmp-06162,2024-05-02
MT-06163,user1192@example.com,1192,social,cmp-06163,2024-05-03
MT-06164,user1193@example.com,1193,partner,cmp-06164,2024-05-04
MT-06165,user1194@example.com,1194,email,cmp-06165,2024-05-05
MT-06166,user1195@example.com,1195,ads,cmp-06166,2024-05-06
MT-06167,user1196@example.com,1196,social,cmp-06167,2024-05-07
MT-06168,user1197@example.com,1197,partner,cmp-06168,2024-05-08
MT-06169,user1198@example.com,1198,email,cmp-06169,2024-05-09
MT-06170,user1199@example.com,1199,ads,cmp-06170,2024-05-10
MT-06171,user1200@example.com,1200,social,cmp-06171,2024-05-11
MT-06172,user1201@example.com,1201,partner,cmp-06172,2024-05-12
MT-06173,user1202@example.com,1202,email,cmp-06173,2024-05-13
MT-06174,user1203@example.com,1203,ads,cmp-06174,2024-05-14
MT-06175,user1204@example.com,1204,social,cmp-06175,2024-05-15
MT-06176,user1205@example.com,1205,partner,cmp-06176,2024-05-16
MT-06177,user1206@example.com,1206,email,cmp-06177,2024-05-17
MT-06178,user1207@example.com,1207,ads,cmp-06178,2024-05-18
MT-06179,user1208@example.com,1208,social,cmp-06179,2024-05-19
MT-06180,ada@example.com,1209,partner,cmp-06180,2024-05-20
MT-06181,user1210@example.com,1210,email,cmp-06181,2024-05-21
MT-06182,user1211@example.com,1211,ads,cmp-06182,2024-05-22
MT-06183,user1212@example.com,1212,social,cmp-06183,2024-05-23
MT-06184,user1213@example.com,1213,partner,cmp-06184,2024-05-24
MT-06185,user1214@example.com,1214,email,cmp-06185,2024-05-25
MT-06186,user1215@example.com,1215,ads,cmp-06186,2024-05-26
MT-06187,user1216@example.com,1216,social,cmp-06187,2024-05-27
MT-06188,user1217@example.com,1217,partner,cmp-06188,2024-05-28
MT-06189,user1218@example.com,1218,email,cmp-06189,2024-05-01
MT-06190,user1219@example.com,1219,ads,cmp-06190,2024-05-02
MT-06191,user1220@example.com,1220,social,cmp-06191,2024-05-03
MT-06192,user1221@example.com,1221,partner,cmp-06192,2024-05-04
MT-06193,user1222@example.com,1222,email,cmp-06193,2024-05-05
MT-06194,user1223@example.com,1223,ads,cmp-06194,2024-05-06
MT-06195,user1224@example.com,1224,social,cmp-06195,2024-05-07
MT-06196,user1225@example.com,1225,partner,cmp-06196,2024-05-08
MT-06197,alan@example.com,1226,email,cmp-06197,2024-05-09
MT-06198,user1227@example.com,1227,ads,cmp-06198,2024-05-10
MT-06199,user1228@example.com,1228,social,cmp-06199,2024-05-11
MT-06200,user1229@example.com,1229,partner,cmp-06200,2024-05-12
MT-06201,user1230@example.com,1230,email,cmp-06201,2024-05-13
MT-06202,grace@example.com,1231,ads,cmp-06202,2024-05-14
MT-06203,user1232@example.com,1232,social,cmp-06203,2024-05-15
MT-06204,user1233@example.com,1233,partner,cmp-06204,2024-05-16
MT-06205,user1234@example.com,1234,email,cmp-06205,2024-05-17
MT-06206,user1235@example.com,1235,ads,cmp-06206,2024-05-18
MT-06207,user1236@example.com,1236,social,cmp-06207,2024-05-19
MT-06208,user1237@example.com,1237,partner,cmp-06208,2024-05-20
MT-06209,user1238@example.com,1238,email,cmp-06209,2024-05-21
MT-06210,user1239@example.com,1239,ads,cmp-06210,2024-05-22
MT-06211,user1240@example.com,1240,social,cmp-06211,2024-05-23
MT-06212,user1241@example.com,1241,partner,cmp-06212,2024-05-24
MT-06213,user1242@example.com,1242,email,cmp-06213,2024-05-25
MT-06214,user1243@example.com,1243,ads,cmp-06214,2024-05-26
MT-06215,user1244@example.com,1244,social,cmp-06215,2024-05-27
MT-06216,user1245@example.com,1245,partner,cmp-06216,2024-05-28
MT-06217,user1246@example.com,1246,email,cmp-06217,2024-05-01
MT-06218,user1247@example.com,1247,ads,cmp-06218,2024-05-02
MT-06219,user1248@example.com,1248,social,cmp-06219,2024-05-03
MT-06220,user1249@example.com,1249,partner,cmp-06220,2024-05-04
MT-06221,user1250@example.com,1250,email,cmp-06221,2024-05-05
MT-06222,user1251@example.com,1251,ads,cmp-06222,2024-05-06
MT-06223,user1252@example.com,1252,social,cmp-06223,2024-05-07
MT-06224,user1253@example.com,1253,partner,cmp-06224,2024-05-08
MT-06225,user1254@example.com,1254,email,cmp-06225,2024-05-09
MT-06226,user1255@example.com,1255,ads,cmp-06226,2024-05-10
MT-06227,user1256@example.com,1256,social,cmp-06227,2024-05-11
MT-06228,user1257@example.com,1257,partner,cmp-06228,2024-05-12
MT-06229,user1258@example.com,1258,email,cmp-06229,2024-05-13
MT-06230,user1259@example.com,1259,ads,cmp-06230,2024-05-14
MT-06231,user1260@example.com,1260,social,cmp-06231,2024-05-15
MT-06232,user1261@example.com,1261,partner,cmp-06232,2024-05-16
MT-06233,user1262@example.com,1262,email,cmp-06233,2024-05-17
MT-06234,user1263@example.com,1263,ads,cmp-06234,2024-05-18
MT-06235,user1264@example.com,1264,social,cmp-06235,2024-05-19
MT-06236,user1265@example.com,1265,partner,cmp-06236,2024-05-20
MT-06237,user1266@example.com,1266,email,cmp-06237,2024-05-21
MT-06238,user1267@example.com,1267,ads,cmp-06238,2024-05-22
MT-06239,user1268@example.com,1268,social,cmp-06239,2024-05-23
MT-06240,user1269@example.com,1269,partner,cmp-06240,2024-05-24
MT-06241,user1270@example.com,1270,email,cmp-06241,2024-05-25
MT-06242,user1271@example.com,1271,ads,cmp-06242,2024-05-26
MT-06243,user1272@example.com,1272,social,cmp-06243,2024-05-27
MT-06244,user1273@example.com,1273,partner,cmp-06244,2024-05-28
MT-06245,user1274@example.com,1274,email,cmp-06245,2024-05-01
MT-06246,user1275@example.com,1275,ads,cmp-06246,2024-05-02
MT-06247,user1276@example.com,1276,social,cmp-06247,2024-05-03
MT-06248,user1277@example.com,1277,partner,cmp-06248,2024-05-04
MT-06249,user1278@example.com,1278,email,cmp-06249,2024-05-05
MT-06250,user1279@example.com,1279,ads,cmp-06250,2024-05-06
MT-06251,user1280@example.com,1280,social,cmp-06251,2024-05-07
MT-06252,user1281@example.com,1281,partner,cmp-06252,2024-05-08
MT-06253,user1282@example.com,1282,email,cmp-06253,2024-05-09
MT-06254,user1283@example.com,1283,ads,cmp-06254,2024-05-10
MT-06255,user1284@example.com,1284,social,cmp-06255,2024-05-11
MT-06256,user1285@example.com,1285,partner,cmp-06256,2024-05-12
MT-06257,user1286@example.com,1286,email,cmp-06257,2024-05-13
MT-06258,user1287@example.com,1287,ads,cmp-06258,2024-05-14
MT-06259,user1288@example.com,1288,social,cmp-06259,2024-05-15
MT-06260,user1289@example.com,1289,partner,cmp-06260,2024-05-16
MT-06261,user1290@example.com,1290,email,cmp-06261,2024-05-17
MT-06262,user1291@example.com,1291,ads,cmp-06262,2024-05-18
MT-06263,user1292@example.com,1292,social,cmp-06263,2024-05-19
MT-06264,user1293@example.com,1293,partner,cmp-06264,2024-05-20
MT-06265,user1294@example.com,1294,email,cmp-06265,2024-05-21
MT-06266,user1295@example.com,1295,ads,cmp-06266,2024-05-22
MT-06267,user1296@example.com,1296,social,cmp-06267,2024-05-23
MT-06268,user1297@example.com,1297,partner,cmp-06268,2024-05-24
MT-06269,user1298@example.com,1298,email,cmp-06269,2024-05-25
MT-06270,user1299@example.com,1299,ads,cmp-06270,2024-05-26
MT-06271,user1300@example.com,1300,social,cmp-06271,2024-05-27
MT-06272,user1301@example.com,1301,partner,cmp-06272,2024-05-28
MT-06273,user1302@example.com,1302,email,cmp-06273,2024-05-01
MT-06274,user1303@example.com,1303,ads,cmp-06274,2024-05-02
MT-06275,user1304@example.com,1304,social,cmp-06275,2024-05-03
MT-06276,user1305@example.com,1305,partner,cmp-06276,2024-05-04
MT-06277,ada@example.com,1306,email,cmp-06277,2024-05-05
MT-06278,user1307@example.com,1307,ads,cmp-06278,2024-05-06
