device_id,email,customer_id,os,os_version,app_version,manufacturer,model,push_enabled,locale,timezone,last_seen,battery_pct,network,rooted
DEV-01615,user1628@example.com,1628,linux,14.3,1.3.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-19,98,wifi,false
DEV-01616,user1629@example.com,1629,ios,10.4,1.4.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-20,5,cellular,false
DEV-01617,user1630@example.com,1630,android,11.5,1.5.1,Samsung,Model-17,true,en-GB,UTC,2024-08-21,12,ethernet,false
DEV-01618,user1631@example.com,1631,windows,12.6,1.6.2,Google,Model-18,false,de-DE,America/New_York,2024-08-22,19,wifi,false
DEV-01619,user1632@example.com,1632,macos,13.7,1.7.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-23,26,cellular,false
DEV-01620,user1633@example.com,1633,linux,14.8,1.8.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-24,33,ethernet,false
DEV-01621,user1634@example.com,1634,ios,10.0,1.0.0,Apple,Model-21,true,en-US,UTC,2024-08-25,40,wifi,false
DEV-01622,user1635@example.com,1635,android,11.1,1.1.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-26,47,cellular,false
DEV-01623,user1636@example.com,1636,windows,12.2,1.2.2,Google,Model-23,true,de-DE,Europe/London,2024-08-27,54,ethernet,false
DEV-01624,user1637@example.com,1637,macos,13.3,1.3.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-28,61,wifi,false
DEV-01625,user1638@example.com,1638,linux,14.4,1.4.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-01,68,cellular,false
DEV-01626,user1639@example.com,1639,ios,10.5,1.5.0,Apple,Model-26,false,en-US,America/New_York,2024-08-02,75,ethernet,false
DEV-01627,user1640@example.com,1640,android,11.6,1.6.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-03,82,wifi,false
DEV-01628,user1641@example.com,1641,windows,12.7,1.7.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-04,89,cellular,false
DEV-01629,user1642@example.com,1642,macos,13.8,1.8.3,Dell,Model-29,true,fr-FR,UTC,2024-08-05,96,ethernet,false
DEV-01630,user1643@example.com,1643,linux,14.0,1.0.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-06,3,wifi,false
DEV-01631,user1644@example.com,1644,ios,10.1,1.1.0,Apple,Model-31,true,en-US,Europe/London,2024-08-07,10,cellular,false
DEV-01632,user1645@example.com,1645,android,11.2,1.2.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-08,17,ethernet,false
DEV-01633,user1646@example.com,1646,windows,12.3,1.3.2,Google,Model-33,true,de-DE,UTC,2024-08-09,24,wifi,false
DEV-01634,user1647@example.com,1647,macos,13.4,1.4.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-10,31,cellular,true
DEV-01635,user1648@example.com,1648,linux,14.5,1.5.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-11,38,ethernet,false
DEV-01636,user1649@example.com,1649,ios,10.6,1.6.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-12,45,wifi,false
DEV-01637,ada@example.com,1650,android,11.7,1.7.1,Samsung,Model-37,true,en-GB,UTC,2024-08-13,52,cellular,false
DEV-01638,user1651@example.com,1651,windows,12.8,1.8.2,Google,Model-38,false,de-DE,America/New_York,2024-08-14,59,ethernet,false
DEV-01639,user1652@example.com,1652,macos,13.0,1.0.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-15,66,wifi,false
DEV-01640,user1653@example.com,1653,linux,14.1,1.1.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-16,73,cellular,false
DEV-01641,user1654@example.com,1654,ios,10.2,1.2.0,Apple,Model-1,true,en-US,UTC,2024-08-17,80,ethernet,false
DEV-01642,user1655@example.com,1655,android,11.3,1.3.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-18,87,wifi,false
DEV-01643,user1656@example.com,1656,windows,12.4,1.4.2,Google,Model-3,true,de-DE,Europe/London,2024-08-19,94,cellular,false
DEV-01644,user1657@example.com,1657,macos,13.5,1.5.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-20,1,ethernet,false
DEV-01645,user1658@example.com,1658,linux,14.6,1.6.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-21,8,wifi,false
DEV-01646,user1659@example.com,1659,ios,10.7,1.7.0,Apple,Model-6,false,en-US,America/New_York,2024-08-22,15,cellular,false
DEV-01647,user1660@example.com,1660,android,11.8,1.8.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-23,22,ethernet,false
DEV-01648,alan@example.com,1661,windows,12.0,1.0.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-24,29,wifi,false
DEV-01649,user1662@example.com,1662,macos,13.1,1.1.3,Dell,Model-9,true,fr-FR,UTC,2024-08-25,36,cellular,false
DEV-01650,user1663@example.com,1663,linux,14.2,1.2.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-26,43,ethernet,false
DEV-01651,user1664@example.com,1664,ios,10.3,1.3.0,Apple,Model-11,true,en-US,Europe/London,2024-08-27,50,wifi,false
DEV-01652,user1665@example.com,1665,android,11.4,1.4.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-28,57,cellular,false
DEV-01653,user1666@example.com,1666,windows,12.5,1.5.2,Google,Model-13,true,de-DE,UTC,2024-08-01,64,ethernet,false
DEV-01654,user1667@example.com,1667,macos,13.6,1.6.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-02,71,wifi,false
DEV-01655,user1668@example.com,1668,linux,14.7,1.7.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-03,78,cellular,false
DEV-01656,user1669@example.com,1669,ios,10.8,1.8.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-04,85,ethernet,false
DEV-01657,user1670@example.com,1670,android,11.0,1.0.1,Samsung,Model-17,true,en-GB,UTC,2024-08-05,92,wifi,true
DEV-01658,user1671@example.com,1671,windows,12.1,1.1.2,Google,Model-18,false,de-DE,America/New_York,2024-08-06,99,cellular,false
DEV-01659,user1672@example.com,1672,macos,13.2,1.2.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-07,6,ethernet,false
DEV-01660,user1673@example.com,1673,linux,14.3,1.3.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-08,13,wifi,false
DEV-01661,user1674@example.com,1674,ios,10.4,1.4.0,Apple,Model-21,true,en-US,UTC,2024-08-09,20,cellular,false
DEV-01662,user1675@example.com,1675,android,11.5,1.5.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-10,27,ethernet,false
DEV-01663,user1676@example.com,1676,windows,12.6,1.6.2,Google,Model-23,true,de-DE,Europe/London,2024-08-11,34,wifi,false
DEV-01664,user1677@example.com,1677,macos,13.7,1.7.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-12,41,cellular,false
DEV-01665,user1678@example.com,1678,linux,14.8,1.8.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-13,48,ethernet,false
DEV-01666,user1679@example.com,1679,ios,10.0,1.0.0,Apple,Model-26,false,en-US,America/New_York,2024-08-14,55,wifi,false
DEV-01667,user1680@example.com,1680,android,11.1,1.1.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-15,62,cellular,false
DEV-01668,user1681@example.com,1681,windows,12.2,1.2.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-16,69,ethernet,false
DEV-01669,user1682@example.com,1682,macos,13.3,1.3.3,Dell,Model-29,true,fr-FR,UTC,2024-08-17,76,wifi,false
DEV-01670,user1683@example.com,1683,linux,14.4,1.4.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-18,83,cellular,false
DEV-01671,user1684@example.com,1684,ios,10.5,1.5.0,Apple,Model-31,true,en-US,Europe/London,2024-08-19,90,ethernet,false
DEV-01672,user1685@example.com,1685,android,11.6,1.6.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-20,97,wifi,false
DEV-01673,user1686@example.com,1686,windows,12.7,1.7.2,Google,Model-33,true,de-DE,UTC,2024-08-21,4,cellular,false
DEV-01674,user1687@example.com,1687,macos,13.8,1.8.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-22,11,ethernet,false
DEV-01675,user1688@example.com,1688,linux,14.0,1.0.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-23,18,wifi,false
DEV-01676,user1689@example.com,1689,ios,10.1,1.1.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-24,25,cellular,false
DEV-01677,user1690@example.com,1690,android,11.2,1.2.1,Samsung,Model-37,true,en-GB,UTC,2024-08-25,32,ethernet,false
DEV-01678,user1691@example.com,1691,windows,12.3,1.3.2,Google,Model-38,false,de-DE,America/New_York,2024-08-26,39,wifi,false
DEV-01679,grace@example.com,1692,macos,13.4,1.4.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-27,46,cellular,false
DEV-01680,user1693@example.com,1693,linux,14.5,1.5.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-28,53,ethernet,true
DEV-01681,user1694@example.com,1694,ios,10.6,1.6.0,Apple,Model-1,true,en-US,UTC,2024-08-01,60,wifi,false
DEV-01682,user1695@example.com,1695,android,11.7,1.7.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-02,67,cellular,false
DEV-01683,user1696@example.com,1696,windows,12.8,1.8.2,Google,Model-3,true,de-DE,Europe/London,2024-08-03,74,ethernet,false
DEV-01684,user1697@example.com,1697,macos,13.0,1.0.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-04,81,wifi,false
DEV-01685,user1698@example.com,1698,linux,14.1,1.1.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-05,88,cellular,false
DEV-01686,user1699@example.com,1699,ios,10.2,1.2.0,Apple,Model-6,false,en-US,America/New_York,2024-08-06,95,ethernet,false
DEV-01687,user1700@example.com,1700,android,11.3,1.3.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-07,2,wifi,false
DEV-01688,user1701@example.com,1701,windows,12.4,1.4.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-08,9,cellular,false
DEV-01689,user1702@example.com,1702,macos,13.5,1.5.3,Dell,Model-9,true,fr-FR,UTC,2024-08-09,16,ethernet,false
DEV-01690,user1703@example.com,1703,linux,14.6,1.6.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-10,23,wifi,false
DEV-01691,user1704@example.com,1704,ios,10.7,1.7.0,Apple,Model-11,true,en-US,Europe/London,2024-08-11,30,cellular,false
DEV-01692,user1705@example.com,1705,android,11.8,1.8.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-12,37,ethernet,false
DEV-01693,user1706@example.com,1706,windows,12.0,1.0.2,Google,Model-13,true,de-DE,UTC,2024-08-13,44,wifi,false
DEV-01694,user1707@example.com,1707,macos,13.1,1.1.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-14,51,cellular,false
DEV-01695,user1708@example.com,1708,linux,14.2,1.2.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-15,58,ethernet,false
DEV-01696,user1709@example.com,1709,ios,10.3,1.3.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-16,65,wifi,false
DEV-01697,user1710@example.com,1710,android,11.4,1.4.1,Samsung,Model-17,true,en-GB,UTC,2024-08-17,72,cellular,false
DEV-01698,user1711@example.com,1711,windows,12.5,1.5.2,Google,Model-18,false,de-DE,America/New_York,2024-08-18,79,ethernet,false
DEV-01699,user1712@example.com,1712,macos,13.6,1.6.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-19,86,wifi,false
DEV-01700,user1713@example.com,1713,linux,14.7,1.7.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-20,93,cellular,false
DEV-01701,user1714@example.com,1714,ios,10.8,1.8.0,Apple,Model-21,true,en-US,UTC,2024-08-21,0,ethernet,false
DEV-01702,user1715@example.com,1715,android,11.0,1.0.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-22,7,wifi,false
DEV-01703,user1716@example.com,1716,windows,12.1,1.1.2,Google,Model-23,true,de-DE,Europe/London,2024-08-23,14,cellular,true
DEV-01704,user1717@example.com,1717,macos,13.2,1.2.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-24,21,ethernet,false
DEV-01705,user1718@example.com,1718,linux,14.3,1.3.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-25,28,wifi,false
DEV-01706,user1719@example.com,1719,ios,10.4,1.4.0,Apple,Model-26,false,en-US,America/New_York,2024-08-26,35,cellular,false
DEV-01707,user1720@example.com,1720,android,11.5,1.5.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-27,42,ethernet,false
DEV-01708,user1721@example.com,1721,windows,12.6,1.6.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-28,49,wifi,false
DEV-01709,user1722@example.com,1722,macos,13.7,1.7.3,Dell,Model-29,true,fr-FR,UTC,2024-08-01,56,cellular,false
DEV-01710,user1723@example.com,1723,linux,14.8,1.8.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-02,63,ethernet,false
DEV-01711,user1724@example.com,1724,ios,10.0,1.0.0,Apple,Model-31,true,en-US,Europe/London,2024-08-03,70,wifi,false
DEV-01712,user1725@example.com,1725,android,11.1,1.1.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-04,77,cellular,false
DEV-01713,user1726@example.com,1726,windows,12.2,1.2.2,Google,Model-33,true,de-DE,UTC,2024-08-05,84,ethernet,false
DEV-01714,user1727@example.com,1727,macos,13.3,1.3.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-06,91,wifi,false
DEV-01715,user1728@example.com,1728,linux,14.4,1.4.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-07,98,cellular,false
DEV-01716,user1729@example.com,1729,ios,10.5,1.5.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-08,5,ethernet,false
DEV-01717,user1730@example.com,1730,android,11.6,1.6.1,Samsung,Model-37,true,en-GB,UTC,2024-08-09,12,wifi,false
DEV-01718,user1731@example.com,1731,windows,12.7,1.7.2,Google,Model-38,false,de-DE,America/New_York,2024-08-10,19,cellular,false
DEV-01719,user1732@example.com,1732,macos,13.8,1.8.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-11,26,ethernet,false
DEV-01720,user1733@example.com,1733,linux,14.0,1.0.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-12,33,wifi,false
DEV-01721,user1734@example.com,1734,ios,10.1,1.1.0,Apple,Model-1,true,en-US,UTC,2024-08-13,40,cellular,false
DEV-01722,user1735@example.com,1735,android,11.2,1.2.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-14,47,ethernet,false
DEV-01723,user1736@example.com,1736,windows,12.3,1.3.2,Google,Model-3,true,de-DE,Europe/London,2024-08-15,54,wifi,false
DEV-01724,user1737@example.com,1737,macos,13.4,1.4.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-16,61,cellular,false
DEV-01725,user1738@example.com,1738,linux,14.5,1.5.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-17,68,ethernet,false
DEV-01726,user1739@example.com,1739,ios,10.6,1.6.0,Apple,Model-6,false,en-US,America/New_York,2024-08-18,75,wifi,true
DEV-01727,user1740@example.com,1740,android,11.7,1.7.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-19,82,cellular,false
DEV-01728,user1741@example.com,1741,windows,12.8,1.8.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-20,89,ethernet,false
DEV-01729,user1742@example.com,1742,macos,13.0,1.0.3,Dell,Model-9,true,fr-FR,UTC,2024-08-21,96,wifi,false
DEV-01730,user1743@example.com,1743,linux,14.1,1.1.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-22,3,cellular,false
DEV-01731,alan@example.com,1744,ios,10.2,1.2.0,Apple,Model-11,true,en-US,Europe/London,2024-08-23,10,ethernet,false
DEV-01732,user1745@example.com,1745,android,11.3,1.3.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-24,17,wifi,false
DEV-01733,user1746@example.com,1746,windows,12.4,1.4.2,Google,Model-13,true,de-DE,UTC,2024-08-25,24,cellular,false
DEV-01734,ada@example.com,1747,macos,13.5,1.5.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-26,31,ethernet,false
DEV-01735,user1748@example.com,1748,linux,14.6,1.6.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-27,38,wifi,false
DEV-01736,user1749@example.com,1749,ios,10.7,1.7.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-28,45,cellular,false
DEV-01737,user1750@example.com,1750,android,11.8,1.8.1,Samsung,Model-17,true,en-GB,UTC,2024-08-01,52,ethernet,false
DEV-01738,user1751@example.com,1751,windows,12.0,1.0.2,Google,Model-18,false,de-DE,America/New_York,2024-08-02,59,wifi,false
DEV-01739,user1752@example.com,1752,macos,13.1,1.1.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-03,66,cellular,false
DEV-01740,user1753@example.com,1753,linux,14.2,1.2.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-04,73,ethernet,false
DEV-01741,user1754@example.com,1754,ios,10.3,1.3.0,Apple,Model-21,true,en-US,UTC,2024-08-05,80,wifi,false
DEV-01742,user1755@example.com,1755,android,11.4,1.4.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-06,87,cellular,false
DEV-01743,user1756@example.com,1756,windows,12.5,1.5.2,Google,Model-23,true,de-DE,Europe/London,2024-08-07,94,ethernet,false
DEV-01744,user1757@example.com,1757,macos,13.6,1.6.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-08,1,wifi,false
DEV-01745,user1758@example.com,1758,linux,14.7,1.7.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-09,8,cellular,false
DEV-01746,user1759@example.com,1759,ios,10.8,1.8.0,Apple,Model-26,false,en-US,America/New_York,2024-08-10,15,ethernet,false
DEV-01747,user1760@example.com,1760,android,11.0,1.0.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-11,22,wifi,false
DEV-01748,user1761@example.com,1761,windows,12.1,1.1.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-12,29,cellular,false
DEV-01749,user1762@example.com,1762,macos,13.2,1.2.3,Dell,Model-29,true,fr-FR,UTC,2024-08-13,36,ethernet,true
DEV-01750,user1763@example.com,1763,linux,14.3,1.3.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-14,43,wifi,false
DEV-01751,user1764@example.com,1764,ios,10.4,1.4.0,Apple,Model-31,true,en-US,Europe/London,2024-08-15,50,cellular,false
DEV-01752,user1765@example.com,1765,android,11.5,1.5.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-16,57,ethernet,false
DEV-01753,user1766@example.com,1766,windows,12.6,1.6.2,Google,Model-33,true,de-DE,UTC,2024-08-17,64,wifi,false
DEV-01754,user1767@example.com,1767,macos,13.7,1.7.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-18,71,cellular,false
DEV-01755,user1768@example.com,1768,linux,14.8,1.8.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-19,78,ethernet,false
DEV-01756,user1769@example.com,1769,ios,10.0,1.0.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-20,85,wifi,false
DEV-01757,user1770@example.com,1770,android,11.1,1.1.1,Samsung,Model-37,true,en-GB,UTC,2024-08-21,92,cellular,false
DEV-01758,user1771@example.com,1771,windows,12.2,1.2.2,Google,Model-38,false,de-DE,America/New_York,2024-08-22,99,ethernet,false
DEV-01759,user1772@example.com,1772,macos,13.3,1.3.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-23,6,wifi,false
DEV-01760,user1773@example.com,1773,linux,14.4,1.4.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-24,13,cellular,false
DEV-01761,user1774@example.com,1774,ios,10.5,1.5.0,Apple,Model-1,true,en-US,UTC,2024-08-25,20,ethernet,false
DEV-01762,user1775@example.com,1775,android,11.6,1.6.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-26,27,wifi,false
DEV-01763,user1776@example.com,1776,windows,12.7,1.7.2,Google,Model-3,true,de-DE,Europe/London,2024-08-27,34,cellular,false
DEV-01764,user1777@example.com,1777,macos,13.8,1.8.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-28,41,ethernet,false
DEV-01765,user1778@example.com,1778,linux,14.0,1.0.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-01,48,wifi,false
DEV-01766,user1779@example.com,1779,ios,10.1,1.1.0,Apple,Model-6,false,en-US,America/New_York,2024-08-02,55,cellular,false
DEV-01767,user1780@example.com,1780,android,11.2,1.2.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-03,62,ethernet,false
DEV-01768,grace@example.com,1781,windows,12.3,1.3.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-04,69,wifi,false
DEV-01769,user1782@example.com,1782,macos,13.4,1.4.3,Dell,Model-9,true,fr-FR,UTC,2024-08-05,76,cellular,false
DEV-01770,user1783@example.com,1783,linux,14.5,1.5.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-06,83,ethernet,false
DEV-01771,user1784@example.com,1784,ios,10.6,1.6.0,Apple,Model-11,true,en-US,Europe/London,2024-08-07,90,wifi,false
DEV-01772,user1785@example.com,1785,android,11.7,1.7.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-08,97,cellular,true
DEV-01773,user1786@example.com,1786,windows,12.8,1.8.2,Google,Model-13,true,de-DE,UTC,2024-08-09,4,ethernet,false
DEV-01774,user1787@example.com,1787,macos,13.0,1.0.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-10,11,wifi,false
DEV-01775,user1788@example.com,1788,linux,14.1,1.1.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-11,18,cellular,false
DEV-01776,user1789@example.com,1789,ios,10.2,1.2.0,Apple,Model-16,false,en-US,Asia/Kolkata,2024-08-12,25,ethernet,false
DEV-01777,user1790@example.com,1790,android,11.3,1.3.1,Samsung,Model-17,true,en-GB,UTC,2024-08-13,32,wifi,false
DEV-01778,user1791@example.com,1791,windows,12.4,1.4.2,Google,Model-18,false,de-DE,America/New_York,2024-08-14,39,cellular,false
DEV-01779,user1792@example.com,1792,macos,13.5,1.5.3,Dell,Model-19,true,fr-FR,Europe/London,2024-08-15,46,ethernet,false
DEV-01780,user1793@example.com,1793,linux,14.6,1.6.4,Lenovo,Model-20,false,hi-IN,Asia/Kolkata,2024-08-16,53,wifi,false
DEV-01781,user1794@example.com,1794,ios,10.7,1.7.0,Apple,Model-21,true,en-US,UTC,2024-08-17,60,cellular,false
DEV-01782,user1795@example.com,1795,android,11.8,1.8.1,Samsung,Model-22,false,en-GB,America/New_York,2024-08-18,67,ethernet,false
DEV-01783,user1796@example.com,1796,windows,12.0,1.0.2,Google,Model-23,true,de-DE,Europe/London,2024-08-19,74,wifi,false
DEV-01784,user1797@example.com,1797,macos,13.1,1.1.3,Dell,Model-24,false,fr-FR,Asia/Kolkata,2024-08-20,81,cellular,false
DEV-01785,user1798@example.com,1798,linux,14.2,1.2.4,Lenovo,Model-25,true,hi-IN,UTC,2024-08-21,88,ethernet,false
DEV-01786,user1799@example.com,1799,ios,10.3,1.3.0,Apple,Model-26,false,en-US,America/New_York,2024-08-22,95,wifi,false
DEV-01787,user1800@example.com,1800,android,11.4,1.4.1,Samsung,Model-27,true,en-GB,Europe/London,2024-08-23,2,cellular,false
DEV-01788,user1801@example.com,1801,windows,12.5,1.5.2,Google,Model-28,false,de-DE,Asia/Kolkata,2024-08-24,9,ethernet,false
DEV-01789,user1802@example.com,1802,macos,13.6,1.6.3,Dell,Model-29,true,fr-FR,UTC,2024-08-25,16,wifi,false
DEV-01790,user1803@example.com,1803,linux,14.7,1.7.4,Lenovo,Model-30,false,hi-IN,America/New_York,2024-08-26,23,cellular,false
DEV-01791,user1804@example.com,1804,ios,10.8,1.8.0,Apple,Model-31,true,en-US,Europe/London,2024-08-27,30,ethernet,false
DEV-01792,user1805@example.com,1805,android,11.0,1.0.1,Samsung,Model-32,false,en-GB,Asia/Kolkata,2024-08-28,37,wifi,false
DEV-01793,user1806@example.com,1806,windows,12.1,1.1.2,Google,Model-33,true,de-DE,UTC,2024-08-01,44,cellular,false
DEV-01794,user1807@example.com,1807,macos,13.2,1.2.3,Dell,Model-34,false,fr-FR,America/New_York,2024-08-02,51,ethernet,false
DEV-01795,user1808@example.com,1808,linux,14.3,1.3.4,Lenovo,Model-35,true,hi-IN,Europe/London,2024-08-03,58,wifi,true
DEV-01796,user1809@example.com,1809,ios,10.4,1.4.0,Apple,Model-36,false,en-US,Asia/Kolkata,2024-08-04,65,cellular,false
DEV-01797,user1810@example.com,1810,android,11.5,1.5.1,Samsung,Model-37,true,en-GB,UTC,2024-08-05,72,ethernet,false
DEV-01798,user1811@example.com,1811,windows,12.6,1.6.2,Google,Model-38,false,de-DE,America/New_York,2024-08-06,79,wifi,false
DEV-01799,user1812@example.com,1812,macos,13.7,1.7.3,Dell,Model-39,true,fr-FR,Europe/London,2024-08-07,86,cellular,false
DEV-01800,user1813@example.com,1813,linux,14.8,1.8.4,Lenovo,Model-40,false,hi-IN,Asia/Kolkata,2024-08-08,93,ethernet,false
DEV-01801,user1814@example.com,1814,ios,10.0,1.0.0,Apple,Model-1,true,en-US,UTC,2024-08-09,0,wifi,false
DEV-01802,user1815@example.com,1815,android,11.1,1.1.1,Samsung,Model-2,false,en-GB,America/New_York,2024-08-10,7,cellular,false
DEV-01803,user1816@example.com,1816,windows,12.2,1.2.2,Google,Model-3,true,de-DE,Europe/London,2024-08-11,14,ethernet,false
DEV-01804,user1817@example.com,1817,macos,13.3,1.3.3,Dell,Model-4,false,fr-FR,Asia/Kolkata,2024-08-12,21,wifi,false
DEV-01805,user1818@example.com,1818,linux,14.4,1.4.4,Lenovo,Model-5,true,hi-IN,UTC,2024-08-13,28,cellular,false
DEV-01806,user1819@example.com,1819,ios,10.5,1.5.0,Apple,Model-6,false,en-US,America/New_York,2024-08-14,35,ethernet,false
DEV-01807,user1820@example.com,1820,android,11.6,1.6.1,Samsung,Model-7,true,en-GB,Europe/London,2024-08-15,42,wifi,false
DEV-01808,user1821@example.com,1821,windows,12.7,1.7.2,Google,Model-8,false,de-DE,Asia/Kolkata,2024-08-16,49,cellular,false
DEV-01809,user1822@example.com,1822,macos,13.8,1.8.3,Dell,Model-9,true,fr-FR,UTC,2024-08-17,56,ethernet,false
DEV-01810,user1823@example.com,1823,linux,14.0,1.0.4,Lenovo,Model-10,false,hi-IN,America/New_York,2024-08-18,63,wifi,false
DEV-01811,user1824@example.com,1824,ios,10.1,1.1.0,Apple,Model-11,true,en-US,Europe/London,2024-08-19,70,cellular,false
DEV-01812,user1825@example.com,1825,android,11.2,1.2.1,Samsung,Model-12,false,en-GB,Asia/Kolkata,2024-08-20,77,ethernet,false
DEV-01813,user1826@example.com,1826,windows,12.3,1.3.2,Google,Model-13,true,de-DE,UTC,2024-08-21,84,wifi,false
DEV-01814,alan@example.com,1827,macos,13.4,1.4.3,Dell,Model-14,false,fr-FR,America/New_York,2024-08-22,91,cellular,false
DEV-01815,user1828@example.com,1828,linux,14.5,1.5.4,Lenovo,Model-15,true,hi-IN,Europe/London,2024-08-23,98,ethernet,false
