refund_id,email,customer_id,invoice_id,amount_usd,reason,status,created_at
RF-02048,user2079@example.com,2079,INV-02048,18,defect,approved,2024-07-04
RF-02049,user2080@example.com,2080,INV-02049,29,duplicate,rejected,2024-07-05
RF-02050,user2081@example.com,2081,INV-02050,40,fraud,pending,2024-07-06
RF-02051,user2082@example.com,2082,INV-02051,51,goodwill,approved,2024-07-07
RF-02052,user2083@example.com,2083,INV-02052,62,defect,rejected,2024-07-08
RF-02053,user2084@example.com,2084,INV-02053,73,duplicate,pending,2024-07-09
RF-02054,user2085@example.com,2085,INV-02054,84,fraud,approved,2024-07-10
RF-02055,user2086@example.com,2086,INV-02055,95,goodwill,rejected,2024-07-11
RF-02056,user2087@example.com,2087,INV-02056,106,defect,pending,2024-07-12
RF-02057,user2088@example.com,2088,INV-02057,117,duplicate,approved,2024-07-13
RF-02058,user2089@example.com,2089,INV-02058,128,fraud,rejected,2024-07-14
RF-02059,user2090@example.com,2090,INV-02059,139,goodwill,pending,2024-07-15
RF-02060,user2091@example.com,2091,INV-02060,150,defect,approved,2024-07-16
RF-02061,user2092@example.com,2092,INV-02061,161,duplicate,rejected,2024-07-17
RF-02062,user2093@example.com,2093,INV-02062,172,fraud,pending,2024-07-18
RF-02063,user2094@example.com,2094,INV-02063,183,goodwill,approved,2024-07-19
RF-02064,user2095@example.com,2095,INV-02064,194,defect,rejected,2024-07-20
RF-02065,user2096@example.com,2096,INV-02065,205,duplicate,pending,2024-07-21
RF-02066,user2097@example.com,2097,INV-02066,216,fraud,approved,2024-07-22
RF-02067,user2098@example.com,2098,INV-02067,227,goodwill,rejected,2024-07-23
RF-02068,user2099@example.com,2099,INV-02068,238,defect,pending,2024-07-24
RF-02069,user2100@example.com,2100,INV-02069,249,duplicate,approved,2024-07-25
RF-02070,user2101@example.com,2101,INV-02070,260,fraud,rejected,2024-07-26
RF-02071,user2102@example.com,2102,INV-02071,271,goodwill,pending,2024-07-27
RF-02072,user2103@example.com,2103,INV-02072,282,defect,approved,2024-07-28
RF-02073,user2104@example.com,2104,INV-02073,293,duplicate,rejected,2024-07-01
RF-02074,user2105@example.com,2105,INV-02074,304,fraud,pending,2024-07-02
RF-02075,user2106@example.com,2106,INV-02075,315,goodwill,approved,2024-07-03
RF-02076,user2107@example.com,2107,INV-02076,326,defect,rejected,2024-07-04
RF-02077,user2108@example.com,2108,INV-02077,337,duplicate,pending,2024-07-05
RF-02078,user2109@example.com,2109,INV-02078,348,fraud,approved,2024-07-06
RF-02079,user2110@example.com,2110,INV-02079,359,goodwill,rejected,2024-07-07
RF-02080,user2111@example.com,2111,INV-02080,370,defect,pending,2024-07-08
RF-02081,user2112@example.com,2112,INV-02081,381,duplicate,approved,2024-07-09
RF-02082,user2113@example.com,2113,INV-02082,392,fraud,rejected,2024-07-10
RF-02083,user2114@example.com,2114,INV-02083,403,goodwill,pending,2024-07-11
RF-02084,user2115@example.com,2115,INV-02084,414,defect,approved,2024-07-12
RF-02085,user2116@example.com,2116,INV-02085,425,duplicate,rejected,2024-07-13
RF-02086,user2117@example.com,2117,INV-02086,436,fraud,pending,2024-07-14
RF-02087,user2118@example.com,2118,INV-02087,447,goodwill,approved,2024-07-15
RF-02088,user2119@example.com,2119,INV-02088,458,defect,rejected,2024-07-16
RF-02089,user2120@example.com,2120,INV-02089,469,duplicate,pending,2024-07-17
RF-02090,user2121@example.com,2121,INV-02090,480,fraud,approved,2024-07-18
RF-02091,user2122@example.com,2122,INV-02091,491,goodwill,rejected,2024-07-19
RF-02092,user2123@example.com,2123,INV-02092,2,defect,pending,2024-07-20
RF-02093,user2124@example.com,2124,INV-02093,13,duplicate,approved,2024-07-21
RF-02094,user2125@example.com,2125,INV-02094,24,fraud,rejected,2024-07-22
RF-02095,user2126@example.com,2126,INV-02095,35,goodwill,pending,2024-07-23
RF-02096,user2127@example.com,2127,INV-02096,46,defect,approved,2024-07-24
RF-02097,user2128@example.com,2128,INV-02097,57,duplicate,rejected,2024-07-25
RF-02098,user2129@example.com,2129,INV-02098,68,fraud,pending,2024-07-26
RF-02099,user2130@example.com,2130,INV-02099,79,goodwill,approved,2024-07-27
RF-02100,user2131@example.com,2131,INV-02100,90,defect,rejected,2024-07-28
RF-02101,user2132@example.com,2132,INV-02101,101,duplicate,pending,2024-07-01
RF-02102,user2133@example.com,2133,INV-02102,112,fraud,approved,2024-07-02
RF-02103,user2134@example.com,2134,INV-02103,123,goodwill,rejected,2024-07-03
RF-02104,ada@example.com,2135,INV-02104,134,defect,pending,2024-07-04
RF-02105,user2136@example.com,2136,INV-02105,145,duplicate,approved,2024-07-05
RF-02106,grace@example.com,2137,INV-02106,156,fraud,rejected,2024-07-06
RF-02107,user2138@example.com,2138,INV-02107,167,goodwill,pending,2024-07-07
RF-02108,user2139@example.com,2139,INV-02108,178,defect,approved,2024-07-08
RF-02109,user2140@example.com,2140,INV-02109,189,duplicate,rejected,2024-07-09
RF-02110,user2141@example.com,2141,INV-02110,200,fraud,pending,2024-07-10
RF-02111,user2142@example.com,2142,INV-02111,211,goodwill,approved,2024-07-11
RF-02112,user2143@example.com,2143,INV-02112,222,defect,rejected,2024-07-12
RF-02113,user2144@example.com,2144,INV-02113,233,duplicate,pending,2024-07-13
RF-02114,user2145@example.com,2145,INV-02114,244,fraud,approved,2024-07-14
RF-02115,user2146@example.com,2146,INV-02115,255,goodwill,rejected,2024-07-15
RF-02116,user2147@example.com,2147,INV-02116,266,defect,pending,2024-07-16
RF-02117,user2148@example.com,2148,INV-02117,277,duplicate,approved,2024-07-17
RF-02118,user2149@example.com,2149,INV-02118,288,fraud,rejected,2024-07-18
RF-02119,user2150@example.com,2150,INV-02119,299,goodwill,pending,2024-07-19
RF-02120,user2151@example.com,2151,INV-02120,310,defect,approved,2024-07-20
RF-02121,user2152@example.com,2152,INV-02121,321,duplicate,rejected,2024-07-21
RF-02122,user2153@example.com,2153,INV-02122,332,fraud,pending,2024-07-22
RF-02123,user2154@example.com,2154,INV-02123,343,goodwill,approved,2024-07-23
RF-02124,user2155@example.com,2155,INV-02124,354,defect,rejected,2024-07-24
RF-02125,user2156@example.com,2156,INV-02125,365,duplicate,pending,2024-07-25
RF-02126,user2157@example.com,2157,INV-02126,376,fraud,approved,2024-07-26
RF-02127,user2158@example.com,2158,INV-02127,387,goodwill,rejected,2024-07-27
RF-02128,alan@example.com,2159,INV-02128,398,defect,pending,2024-07-28
RF-02129,user2160@example.com,2160,INV-02129,409,duplicate,approved,2024-07-01
RF-02130,user2161@example.com,2161,INV-02130,420,fraud,rejected,2024-07-02
RF-02131,user2162@example.com,2162,INV-02131,431,goodwill,pending,2024-07-03
RF-02132,user2163@example.com,2163,INV-02132,442,defect,approved,2024-07-04
RF-02133,user2164@example.com,2164,INV-02133,453,duplicate,rejected,2024-07-05
RF-02134,user2165@example.com,2165,INV-02134,464,fraud,pending,2024-07-06
RF-02135,user2166@example.com,2166,INV-02135,475,goodwill,approved,2024-07-07
RF-02136,user2167@example.com,2167,INV-02136,486,defect,rejected,2024-07-08
RF-02137,user2168@example.com,2168,INV-02137,497,duplicate,pending,2024-07-09
RF-02138,user2169@example.com,2169,INV-02138,8,fraud,approved,2024-07-10
RF-02139,user2170@example.com,2170,INV-02139,19,goodwill,rejected,2024-07-11
RF-02140,user2171@example.com,2171,INV-02140,30,defect,pending,2024-07-12
RF-02141,user2172@example.com,2172,INV-02141,41,duplicate,approved,2024-07-13
RF-02142,user2173@example.com,2173,INV-02142,52,fraud,rejected,2024-07-14
RF-02143,user2174@example.com,2174,INV-02143,63,goodwill,pending,2024-07-15
RF-02144,user2175@example.com,2175,INV-02144,74,defect,approved,2024-07-16
RF-02145,user2176@example.com,2176,INV-02145,85,duplicate,rejected,2024-07-17
RF-02146,user2177@example.com,2177,INV-02146,96,fraud,pending,2024-07-18
RF-02147,user2178@example.com,2178,INV-02147,107,goodwill,approved,2024-07-19
RF-02148,user2179@example.com,2179,INV-02148,118,defect,rejected,2024-07-20
RF-02149,user2180@example.com,2180,INV-02149,129,duplicate,pending,2024-07-21
RF-02150,user2181@example.com,2181,INV-02150,140,fraud,approved,2024-07-22
RF-02151,user2182@example.com,2182,INV-02151,151,goodwill,rejected,2024-07-23
RF-02152,user2183@example.com,2183,INV-02152,162,defect,pending,2024-07-24
RF-02153,user2184@example.com,2184,INV-02153,173,duplicate,approved,2024-07-25
RF-02154,user2185@example.com,2185,INV-02154,184,fraud,rejected,2024-07-26
RF-02155,user2186@example.com,2186,INV-02155,195,goodwill,pending,2024-07-27
RF-02156,user2187@example.com,2187,INV-02156,206,defect,approved,2024-07-28
RF-02157,user2188@example.com,2188,INV-02157,217,duplicate,rejected,2024-07-01
RF-02158,user2189@example.com,2189,INV-02158,228,fraud,pending,2024-07-02
RF-02159,user2190@example.com,2190,INV-02159,239,goodwill,approved,2024-07-03
RF-02160,user2191@example.com,2191,INV-02160,250,defect,rejected,2024-07-04
RF-02161,user2192@example.com,2192,INV-02161,261,duplicate,pending,2024-07-05
RF-02162,user2193@example.com,2193,INV-02162,272,fraud,approved,2024-07-06
RF-02163,user2194@example.com,2194,INV-02163,283,goodwill,rejected,2024-07-07
RF-02164,user2195@example.com,2195,INV-02164,294,defect,pending,2024-07-08
RF-02165,user2196@example.com,2196,INV-02165,305,duplicate,approved,2024-07-09
RF-02166,user2197@example.com,2197,INV-02166,316,fraud,rejected,2024-07-10
RF-02167,user2198@example.com,2198,INV-02167,327,goodwill,pending,2024-07-11
RF-02168,user2199@example.com,2199,INV-02168,338,defect,approved,2024-07-12
RF-02169,user2200@example.com,2200,INV-02169,349,duplicate,rejected,2024-07-13
RF-02170,user2201@example.com,2201,INV-02170,360,fraud,pending,2024-07-14
RF-02171,user2202@example.com,2202,INV-02171,371,goodwill,approved,2024-07-15
RF-02172,user2203@example.com,2203,INV-02172,382,defect,rejected,2024-07-16
RF-02173,user2204@example.com,2204,INV-02173,393,duplicate,pending,2024-07-17
RF-02174,user2205@example.com,2205,INV-02174,404,fraud,approved,2024-07-18
RF-02175,user2206@example.com,2206,INV-02175,415,goodwill,rejected,2024-07-19
RF-02176,user2207@example.com,2207,INV-02176,426,defect,pending,2024-07-20
RF-02177,user2208@example.com,2208,INV-02177,437,duplicate,approved,2024-07-21
RF-02178,user2209@example.com,2209,INV-02178,448,fraud,rejected,2024-07-22
RF-02179,user2210@example.com,2210,INV-02179,459,goodwill,pending,2024-07-23
RF-02180,user2211@example.com,2211,INV-02180,470,defect,approved,2024-07-24
RF-02181,user2212@example.com,2212,INV-02181,481,duplicate,rejected,2024-07-25
RF-02182,user2213@example.com,2213,INV-02182,492,fraud,pending,2024-07-26
RF-02183,user2214@example.com,2214,INV-02183,3,goodwill,approved,2024-07-27
RF-02184,user2215@example.com,2215,INV-02184,14,defect,rejected,2024-07-28
RF-02185,user2216@example.com,2216,INV-02185,25,duplicate,pending,2024-07-01
RF-02186,user2217@example.com,2217,INV-02186,36,fraud,approved,2024-07-02
RF-02187,user2218@example.com,2218,INV-02187,47,goodwill,rejected,2024-07-03
RF-02188,user2219@example.com,2219,INV-02188,58,defect,pending,2024-07-04
RF-02189,user2220@example.com,2220,INV-02189,69,duplicate,approved,2024-07-05
RF-02190,user2221@example.com,2221,INV-02190,80,fraud,rejected,2024-07-06
RF-02191,user2222@example.com,2222,INV-02191,91,goodwill,pending,2024-07-07
RF-02192,user2223@example.com,2223,INV-02192,102,defect,approved,2024-07-08
RF-02193,user2224@example.com,2224,INV-02193,113,duplicate,rejected,2024-07-09
RF-02194,user2225@example.com,2225,INV-02194,124,fraud,pending,2024-07-10
RF-02195,grace@example.com,2226,INV-02195,135,goodwill,approved,2024-07-11
RF-02196,user2227@example.com,2227,INV-02196,146,defect,rejected,2024-07-12
RF-02197,user2228@example.com,2228,INV-02197,157,duplicate,pending,2024-07-13
RF-02198,user2229@example.com,2229,INV-02198,168,fraud,approved,2024-07-14
RF-02199,user2230@example.com,2230,INV-02199,179,goodwill,rejected,2024-07-15
RF-02200,user2231@example.com,2231,INV-02200,190,defect,pending,2024-07-16
RF-02201,ada@example.com,2232,INV-02201,201,duplicate,approved,2024-07-17
RF-02202,user2233@example.com,2233,INV-02202,212,fraud,rejected,2024-07-18
RF-02203,user2234@example.com,2234,INV-02203,223,goodwill,pending,2024-07-19
RF-02204,user2235@example.com,2235,INV-02204,234,defect,approved,2024-07-20
RF-02205,user2236@example.com,2236,INV-02205,245,duplicate,rejected,2024-07-21
RF-02206,user2237@example.com,2237,INV-02206,256,fraud,pending,2024-07-22
RF-02207,user2238@example.com,2238,INV-02207,267,goodwill,approved,2024-07-23
RF-02208,user2239@example.com,2239,INV-02208,278,defect,rejected,2024-07-24
RF-02209,user2240@example.com,2240,INV-02209,289,duplicate,pending,2024-07-25
RF-02210,user2241@example.com,2241,INV-02210,300,fraud,approved,2024-07-26
RF-02211,alan@example.com,2242,INV-02211,311,goodwill,rejected,2024-07-27
RF-02212,user2243@example.com,2243,INV-02212,322,defect,pending,2024-07-28
RF-02213,user2244@example.com,2244,INV-02213,333,duplicate,approved,2024-07-01
RF-02214,user2245@example.com,2245,INV-02214,344,fraud,rejected,2024-07-02
RF-02215,user2246@example.com,2246,INV-02215,355,goodwill,pending,2024-07-03
RF-02216,user2247@example.com,2247,INV-02216,366,defect,approved,2024-07-04
RF-02217,user2248@example.com,2248,INV-02217,377,duplicate,rejected,2024-07-05
RF-02218,user2249@example.com,2249,INV-02218,388,fraud,pending,2024-07-06
RF-02219,user2250@example.com,2250,INV-02219,399,goodwill,approved,2024-07-07
RF-02220,user2251@example.com,2251,INV-02220,410,defect,rejected,2024-07-08
RF-02221,user2252@example.com,2252,INV-02221,421,duplicate,pending,2024-07-09
RF-02222,user2253@example.com,2253,INV-02222,432,fraud,approved,2024-07-10
RF-02223,user2254@example.com,2254,INV-02223,443,goodwill,rejected,2024-07-11
RF-02224,user2255@example.com,2255,INV-02224,454,defect,pending,2024-07-12
RF-02225,user2256@example.com,2256,INV-02225,465,duplicate,approved,2024-07-13
RF-02226,user2257@example.com,2257,INV-02226,476,fraud,rejected,2024-07-14
RF-02227,user2258@example.com,2258,INV-02227,487,goodwill,pending,2024-07-15
RF-02228,user2259@example.com,2259,INV-02228,498,defect,approved,2024-07-16
RF-02229,user2260@example.com,2260,INV-02229,9,duplicate,rejected,2024-07-17
RF-02230,user2261@example.com,2261,INV-02230,20,fraud,pending,2024-07-18
RF-02231,user2262@example.com,2262,INV-02231,31,goodwill,approved,2024-07-19
RF-02232,user2263@example.com,2263,INV-02232,42,defect,rejected,2024-07-20
RF-02233,user2264@example.com,2264,INV-02233,53,duplicate,pending,2024-07-21
RF-02234,user2265@example.com,2265,INV-02234,64,fraud,approved,2024-07-22
RF-02235,user2266@example.com,2266,INV-02235,75,goodwill,rejected,2024-07-23
RF-02236,user2267@example.com,2267,INV-02236,86,defect,pending,2024-07-24
RF-02237,user2268@example.com,2268,INV-02237,97,duplicate,approved,2024-07-25
RF-02238,user2269@example.com,2269,INV-02238,108,fraud,rejected,2024-07-26
RF-02239,user2270@example.com,2270,INV-02239,119,goodwill,pending,2024-07-27
RF-02240,user2271@example.com,2271,INV-02240,130,defect,approved,2024-07-28
RF-02241,user2272@example.com,2272,INV-02241,141,duplicate,rejected,2024-07-01
RF-02242,user2273@example.com,2273,INV-02242,152,fraud,pending,2024-07-02
RF-02243,user2274@example.com,2274,INV-02243,163,goodwill,approved,2024-07-03
RF-02244,user2275@example.com,2275,INV-02244,174,defect,rejected,2024-07-04
RF-02245,user2276@example.com,2276,INV-02245,185,duplicate,pending,2024-07-05
RF-02246,user2277@example.com,2277,INV-02246,196,fraud,approved,2024-07-06
RF-02247,user2278@example.com,2278,INV-02247,207,goodwill,rejected,2024-07-07
RF-02248,user2279@example.com,2279,INV-02248,218,defect,pending,2024-07-08
RF-02249,user2280@example.com,2280,INV-02249,229,duplicate,approved,2024-07-09
RF-02250,user2281@example.com,2281,INV-02250,240,fraud,rejected,2024-07-10
RF-02251,user2282@example.com,2282,INV-02251,251,goodwill,pending,2024-07-11
RF-02252,user2283@example.com,2283,INV-02252,262,defect,approved,2024-07-12
RF-02253,user2284@example.com,2284,INV-02253,273,duplicate,rejected,2024-07-13
RF-02254,user2285@example.com,2285,INV-02254,284,fraud,pending,2024-07-14
RF-02255,user2286@example.com,2286,INV-02255,295,goodwill,approved,2024-07-15
RF-02256,user2287@example.com,2287,INV-02256,306,defect,rejected,2024-07-16
RF-02257,user2288@example.com,2288,INV-02257,317,duplicate,pending,2024-07-17
RF-02258,user2289@example.com,2289,INV-02258,328,fraud,approved,2024-07-18
RF-02259,user2290@example.com,2290,INV-02259,339,goodwill,rejected,2024-07-19
RF-02260,user2291@example.com,2291,INV-02260,350,defect,pending,2024-07-20
RF-02261,user2292@example.com,2292,INV-02261,361,duplicate,approved,2024-07-21
RF-02262,user2293@example.com,2293,INV-02262,372,fraud,rejected,2024-07-22
RF-02263,user2294@example.com,2294,INV-02263,383,goodwill,pending,2024-07-23
RF-02264,user2295@example.com,2295,INV-02264,394,defect,approved,2024-07-24
RF-02265,user2296@example.com,2296,INV-02265,405,duplicate,rejected,2024-07-25
RF-02266,user2297@example.com,2297,INV-02266,416,fraud,pending,2024-07-26
RF-02267,user2298@example.com,2298,INV-02267,427,goodwill,approved,2024-07-27
RF-02268,user2299@example.com,2299,INV-02268,438,defect,rejected,2024-07-28
RF-02269,user2300@example.com,2300,INV-02269,449,duplicate,pending,2024-07-01
RF-02270,user2301@example.com,2301,INV-02270,460,fraud,approved,2024-07-02
RF-02271,user2302@example.com,2302,INV-02271,471,goodwill,rejected,2024-07-03
RF-02272,user2303@example.com,2303,INV-02272,482,defect,pending,2024-07-04
RF-02273,user2304@example.com,2304,INV-02273,493,duplicate,approved,2024-07-05
RF-02274,user2305@example.com,2305,INV-02274,4,fraud,rejected,2024-07-06
RF-02275,user2306@example.com,2306,INV-02275,15,goodwill,pending,2024-07-07
RF-02276,user2307@example.com,2307,INV-02276,26,defect,approved,2024-07-08
RF-02277,user2308@example.com,2308,INV-02277,37,duplicate,rejected,2024-07-09
RF-02278,user2309@example.com,2309,INV-02278,48,fraud,pending,2024-07-10
RF-02279,user2310@example.com,2310,INV-02279,59,goodwill,approved,2024-07-11
RF-02280,user2311@example.com,2311,INV-02280,70,defect,rejected,2024-07-12
RF-02281,user2312@example.com,2312,INV-02281,81,duplicate,pending,2024-07-13
RF-02282,user2313@example.com,2313,INV-02282,92,fraud,approved,2024-07-14
RF-02283,user2314@example.com,2314,INV-02283,103,goodwill,rejected,2024-07-15
RF-02284,grace@example.com,2315,INV-02284,114,defect,pending,2024-07-16
RF-02285,user2316@example.com,2316,INV-02285,125,duplicate,approved,2024-07-17
RF-02286,user2317@example.com,2317,INV-02286,136,fraud,rejected,2024-07-18
RF-02287,user2318@example.com,2318,INV-02287,147,goodwill,pending,2024-07-19
RF-02288,user2319@example.com,2319,INV-02288,158,defect,approved,2024-07-20
RF-02289,user2320@example.com,2320,INV-02289,169,duplicate,rejected,2024-07-21
RF-02290,user2321@example.com,2321,INV-02290,180,fraud,pending,2024-07-22
RF-02291,user2322@example.com,2322,INV-02291,191,goodwill,approved,2024-07-23
RF-02292,user2323@example.com,2323,INV-02292,202,defect,rejected,2024-07-24
RF-02293,user2324@example.com,2324,INV-02293,213,duplicate,pending,2024-07-25
RF-02294,alan@example.com,2325,INV-02294,224,fraud,approved,2024-07-26
RF-02295,user2326@example.com,2326,INV-02295,235,goodwill,rejected,2024-07-27
RF-02296,user2327@example.com,2327,INV-02296,246,defect,pending,2024-07-28
RF-02297,user2328@example.com,2328,INV-02297,257,duplicate,approved,2024-07-01
RF-02298,ada@example.com,2329,INV-02298,268,fraud,rejected,2024-07-02
RF-02299,user2330@example.com,2330,INV-02299,279,goodwill,pending,2024-07-03
RF-02300,user2331@example.com,2331,INV-02300,290,defect,approved,2024-07-04
RF-02301,user2332@example.com,2332,INV-02301,301,duplicate,rejected,2024-07-05
RF-02302,user2333@example.com,2333,INV-02302,312,fraud,pending,2024-07-06
RF-02303,user2334@example.com,2334,INV-02303,323,goodwill,approved,2024-07-07
RF-02304,user2335@example.com,2335,INV-02304,334,defect,rejected,2024-07-08
RF-02305,user2336@example.com,2336,INV-02305,345,duplicate,pending,2024-07-09
RF-02306,user2337@example.com,2337,INV-02306,356,fraud,approved,2024-07-10
RF-02307,user2338@example.com,2338,INV-02307,367,goodwill,rejected,2024-07-11
RF-02308,user2339@example.com,2339,INV-02308,378,defect,pending,2024-07-12
RF-02309,user2340@example.com,2340,INV-02309,389,duplicate,approved,2024-07-13
RF-02310,user2341@example.com,2341,INV-02310,400,fraud,rejected,2024-07-14
RF-02311,user2342@example.com,2342,INV-02311,411,goodwill,pending,2024-07-15
RF-02312,user2343@example.com,2343,INV-02312,422,defect,approved,2024-07-16
RF-02313,user2344@example.com,2344,INV-02313,433,duplicate,rejected,2024-07-17
RF-02314,user2345@example.com,2345,INV-02314,444,fraud,pending,2024-07-18
RF-02315,user2346@example.com,2346,INV-02315,455,goodwill,approved,2024-07-19
RF-02316,user2347@example.com,2347,INV-02316,466,defect,rejected,2024-07-20
RF-02317,user2348@example.com,2348,INV-02317,477,duplicate,pending,2024-07-21
RF-02318,user2349@example.com,2349,INV-02318,488,fraud,approved,2024-07-22
RF-02319,user2350@example.com,2350,INV-02319,499,goodwill,rejected,2024-07-23
RF-02320,user2351@example.com,2351,INV-02320,10,defect,pending,2024-07-24
RF-02321,user2352@example.com,2352,INV-02321,21,duplicate,approved,2024-07-25
RF-02322,user2353@example.com,2353,INV-02322,32,fraud,rejected,2024-07-26
RF-02323,user2354@example.com,2354,INV-02323,43,goodwill,pending,2024-07-27
RF-02324,user2355@example.com,2355,INV-02324,54,defect,approved,2024-07-28
RF-02325,user2356@example.com,2356,INV-02325,65,duplicate,rejected,2024-07-01
RF-02326,user2357@example.com,2357,INV-02326,76,fraud,pending,2024-07-02
RF-02327,user2358@example.com,2358,INV-02327,87,goodwill,approved,2024-07-03
RF-02328,user2359@example.com,2359,INV-02328,98,defect,rejected,2024-07-04
RF-02329,user2360@example.com,2360,INV-02329,109,duplicate,pending,2024-07-05
RF-02330,user2361@example.com,2361,INV-02330,120,fraud,approved,2024-07-06
RF-02331,user2362@example.com,2362,INV-02331,131,goodwill,rejected,2024-07-07
RF-02332,user2363@example.com,2363,INV-02332,142,defect,pending,2024-07-08
RF-02333,user2364@example.com,2364,INV-02333,153,duplicate,approved,2024-07-09
RF-02334,user2365@example.com,2365,INV-02334,164,fraud,rejected,2024-07-10
RF-02335,user2366@example.com,2366,INV-02335,175,goodwill,pending,2024-07-11
RF-02336,user2367@example.com,2367,INV-02336,186,defect,approved,2024-07-12
RF-02337,user2368@example.com,2368,INV-02337,197,duplicate,rejected,2024-07-13
RF-02338,user2369@example.com,2369,INV-02338,208,fraud,pending,2024-07-14
RF-02339,user2370@example.com,2370,INV-02339,219,goodwill,approved,2024-07-15
RF-02340,user2371@example.com,2371,INV-02340,230,defect,rejected,2024-07-16
RF-02341,user2372@example.com,2372,INV-02341,241,duplicate,pending,2024-07-17
RF-02342,user2373@example.com,2373,INV-02342,252,fraud,approved,2024-07-18
RF-02343,user2374@example.com,2374,INV-02343,263,goodwill,rejected,2024-07-19
RF-02344,user2375@example.com,2375,INV-02344,274,defect,pending,2024-07-20
RF-02345,user2376@example.com,2376,INV-02345,285,duplicate,approved,2024-07-21
RF-02346,user2377@example.com,2377,INV-02346,296,fraud,rejected,2024-07-22
RF-02347,user2378@example.com,2378,INV-02347,307,goodwill,pending,2024-07-23
RF-02348,user2379@example.com,2379,INV-02348,318,defect,approved,2024-07-24
RF-02349,user2380@example.com,2380,INV-02349,329,duplicate,rejected,2024-07-25
RF-02350,user2381@example.com,2381,INV-02350,340,fraud,pending,2024-07-26
RF-02351,user2382@example.com,2382,INV-02351,351,goodwill,approved,2024-07-27
RF-02352,user2383@example.com,2383,INV-02352,362,defect,rejected,2024-07-28
RF-02353,user2384@example.com,2384,INV-02353,373,duplicate,pending,2024-07-01
RF-02354,user2385@example.com,2385,INV-02354,384,fraud,approved,2024-07-02
RF-02355,user2386@example.com,2386,INV-02355,395,goodwill,rejected,2024-07-03
RF-02356,user2387@example.com,2387,INV-02356,406,defect,pending,2024-07-04
RF-02357,user2388@example.com,2388,INV-02357,417,duplicate,approved,2024-07-05
RF-02358,user2389@example.com,2389,INV-02358,428,fraud,rejected,2024-07-06
RF-02359,user2390@example.com,2390,INV-02359,439,goodwill,pending,2024-07-07
RF-02360,user2391@example.com,2391,INV-02360,450,defect,approved,2024-07-08
RF-02361,user2392@example.com,2392,INV-02361,461,duplicate,rejected,2024-07-09
RF-02362,user2393@example.com,2393,INV-02362,472,fraud,pending,2024-07-10
RF-02363,user2394@example.com,2394,INV-02363,483,goodwill,approved,2024-07-11
RF-02364,user2395@example.com,2395,INV-02364,494,defect,rejected,2024-07-12
RF-02365,user2396@example.com,2396,INV-02365,5,duplicate,pending,2024-07-13
RF-02366,user2397@example.com,2397,INV-02366,16,fraud,approved,2024-07-14
RF-02367,user2398@example.com,2398,INV-02367,27,goodwill,rejected,2024-07-15
RF-02368,user2399@example.com,2399,INV-02368,38,defect,pending,2024-07-16
RF-02369,user2400@example.com,2400,INV-02369,49,duplicate,approved,2024-07-17
RF-02370,user2401@example.com,2401,INV-02370,60,fraud,rejected,2024-07-18
RF-02371,user2402@example.com,2402,INV-02371,71,goodwill,pending,2024-07-19
RF-02372,user2403@example.com,2403,INV-02372,82,defect,approved,2024-07-20
RF-02373,grace@example.com,2404,INV-02373,93,duplicate,rejected,2024-07-21
RF-02374,user2405@example.com,2405,INV-02374,104,fraud,pending,2024-07-22
RF-02375,user2406@example.com,2406,INV-02375,115,goodwill,approved,2024-07-23
RF-02376,user2407@example.com,2407,INV-02376,126,defect,rejected,2024-07-24
RF-02377,alan@example.com,2408,INV-02377,137,duplicate,pending,2024-07-25
RF-02378,user2409@example.com,2409,INV-02378,148,fraud,approved,2024-07-26
RF-02379,user2410@example.com,2410,INV-02379,159,goodwill,rejected,2024-07-27
RF-02380,user2411@example.com,2411,INV-02380,170,defect,pending,2024-07-28
RF-02381,user2412@example.com,2412,INV-02381,181,duplicate,approved,2024-07-01
RF-02382,user2413@example.com,2413,INV-02382,192,fraud,rejected,2024-07-02
RF-02383,user2414@example.com,2414,INV-02383,203,goodwill,pending,2024-07-03
RF-02384,user2415@example.com,2415,INV-02384,214,defect,approved,2024-07-04
RF-02385,user2416@example.com,2416,INV-02385,225,duplicate,rejected,2024-07-05
RF-02386,user2417@example.com,2417,INV-02386,236,fraud,pending,2024-07-06
RF-02387,user2418@example.com,2418,INV-02387,247,goodwill,approved,2024-07-07
RF-02388,user2419@example.com,2419,INV-02388,258,defect,rejected,2024-07-08
RF-02389,user2420@example.com,2420,INV-02389,269,duplicate,pending,2024-07-09
RF-02390,user2421@example.com,2421,INV-02390,280,fraud,approved,2024-07-10
RF-02391,user2422@example.com,2422,INV-02391,291,goodwill,rejected,2024-07-11
RF-02392,user2423@example.com,2423,INV-02392,302,defect,pending,2024-07-12
RF-02393,user2424@example.com,2424,INV-02393,313,duplicate,approved,2024-07-13
RF-02394,user2425@example.com,2425,INV-02394,324,fraud,rejected,2024-07-14
RF-02395,ada@example.com,2426,INV-02395,335,goodwill,pending,2024-07-15
RF-02396,user2427@example.com,2427,INV-02396,346,defect,approved,2024-07-16
RF-02397,user2428@example.com,2428,INV-02397,357,duplicate,rejected,2024-07-17
RF-02398,user2429@example.com,2429,INV-02398,368,fraud,pending,2024-07-18
RF-02399,user2430@example.com,2430,INV-02399,379,goodwill,approved,2024-07-19
RF-02400,user2431@example.com,2431,INV-02400,390,defect,rejected,2024-07-20
