lead_id,email,campaign_id,status,score,created_at
L-0908,user919@example.com,cmp-0722,lost,91,2024-03-12
L-0909,user920@example.com,cmp-0725,open,4,2024-03-13
L-0910,user921@example.com,cmp-0728,qualified,17,2024-03-14
L-0911,user922@example.com,cmp-0731,won,30,2024-03-15
L-0912,user923@example.com,cmp-0734,lost,43,2024-03-16
L-0913,user924@example.com,cmp-0737,open,56,2024-03-17
L-0914,user925@example.com,cmp-0740,qualified,69,2024-03-18
L-0915,user926@example.com,cmp-0743,won,82,2024-03-19
L-0916,user927@example.com,cmp-0746,lost,95,2024-03-20
L-0917,user928@example.com,cmp-0749,open,8,2024-03-21
L-0918,user929@example.com,cmp-0752,qualified,21,2024-03-22
L-0919,user930@example.com,cmp-0755,won,34,2024-03-23
L-0920,user931@example.com,cmp-0758,lost,47,2024-03-24
L-0921,user932@example.com,cmp-0761,open,60,2024-03-25
L-0922,user933@example.com,cmp-0764,qualified,73,2024-03-26
L-0923,user934@example.com,cmp-0767,won,86,2024-03-27
L-0924,user935@example.com,cmp-0770,lost,99,2024-03-28
L-0925,user936@example.com,cmp-0773,open,12,2024-03-01
L-0926,user937@example.com,cmp-0776,qualified,25,2024-03-02
L-0927,user938@example.com,cmp-0779,won,38,2024-03-03
L-0928,user939@example.com,cmp-0782,lost,51,2024-03-04
L-0929,user940@example.com,cmp-0785,open,64,2024-03-05
L-0930,user941@example.com,cmp-0788,qualified,77,2024-03-06
L-0931,user942@example.com,cmp-0791,won,90,2024-03-07
L-0932,user943@example.com,cmp-0794,lost,3,2024-03-08
L-0933,user944@example.com,cmp-0797,open,16,2024-03-09
L-0934,user945@example.com,cmp-0800,qualified,29,2024-03-10
L-0935,user946@example.com,cmp-0803,won,42,2024-03-11
L-0936,user947@example.com,cmp-0806,lost,55,2024-03-12
L-0937,user948@example.com,cmp-0809,open,68,2024-03-13
L-0938,user949@example.com,cmp-0812,qualified,81,2024-03-14
L-0939,user950@example.com,cmp-0815,won,94,2024-03-15
L-0940,user951@example.com,cmp-0818,lost,7,2024-03-16
L-0941,user952@example.com,cmp-0821,open,20,2024-03-17
L-0942,user953@example.com,cmp-0824,qualified,33,2024-03-18
L-0943,user954@example.com,cmp-0827,won,46,2024-03-19
L-0944,user955@example.com,cmp-0830,lost,59,2024-03-20
L-0945,user956@example.com,cmp-0833,open,72,2024-03-21
L-0946,user957@example.com,cmp-0836,qualified,85,2024-03-22
L-0947,user958@example.com,cmp-0839,won,98,2024-03-23
L-0948,user959@example.com,cmp-0842,lost,11,2024-03-24
L-0949,user960@example.com,cmp-0845,open,24,2024-03-25
L-0950,user961@example.com,cmp-0848,qualified,37,2024-03-26
L-0951,user962@example.com,cmp-0851,won,50,2024-03-27
L-0952,user963@example.com,cmp-0854,lost,63,2024-03-28
L-0953,user964@example.com,cmp-0857,open,76,2024-03-01
L-0954,user965@example.com,cmp-0860,qualified,89,2024-03-02
L-0955,user966@example.com,cmp-0863,won,2,2024-03-03
L-0956,user967@example.com,cmp-0866,lost,15,2024-03-04
L-0957,user968@example.com,cmp-0869,open,28,2024-03-05
L-0958,user969@example.com,cmp-0872,qualified,41,2024-03-06
L-0959,user970@example.com,cmp-0875,won,54,2024-03-07
L-0960,ada@example.com,cmp-0878,lost,67,2024-03-08
L-0961,user972@example.com,cmp-0881,open,80,2024-03-09
L-0962,user973@example.com,cmp-0884,qualified,93,2024-03-10
L-0963,user974@example.com,cmp-0887,won,6,2024-03-11
L-0964,user975@example.com,cmp-0890,lost,19,2024-03-12
L-0965,user976@example.com,cmp-0893,open,32,2024-03-13
L-0966,user977@example.com,cmp-0896,qualified,45,2024-03-14
L-0967,user978@example.com,cmp-0899,won,58,2024-03-15
L-0968,user979@example.com,cmp-0902,lost,71,2024-03-16
L-0969,grace@example.com,cmp-0905,open,84,2024-03-17
L-0970,user981@example.com,cmp-0908,qualified,97,2024-03-18
L-0971,user982@example.com,cmp-0911,won,10,2024-03-19
L-0972,user983@example.com,cmp-0914,lost,23,2024-03-20
L-0973,user984@example.com,cmp-0917,open,36,2024-03-21
L-0974,user985@example.com,cmp-0920,qualified,49,2024-03-22
L-0975,user986@example.com,cmp-0923,won,62,2024-03-23
L-0976,user987@example.com,cmp-0926,lost,75,2024-03-24
L-0977,user988@example.com,cmp-0929,open,88,2024-03-25
L-0978,user989@example.com,cmp-0932,qualified,1,2024-03-26
L-0979,user990@example.com,cmp-0935,won,14,2024-03-27
L-0980,user991@example.com,cmp-0938,lost,27,2024-03-28
L-0981,user992@example.com,cmp-0941,open,40,2024-03-01
L-0982,user993@example.com,cmp-0944,qualified,53,2024-03-02
L-0983,user994@example.com,cmp-0947,won,66,2024-03-03
L-0984,user995@example.com,cmp-0950,lost,79,2024-03-04
L-0985,user996@example.com,cmp-0953,open,92,2024-03-05
L-0986,alan@example.com,cmp-0956,qualified,5,2024-03-06
L-0987,user998@example.com,cmp-0959,won,18,2024-03-07
L-0988,user999@example.com,cmp-0962,lost,31,2024-03-08
L-0989,user1000@example.com,cmp-0965,open,44,2024-03-09
L-0990,user1001@example.com,cmp-0968,qualified,57,2024-03-10
L-0991,user1002@example.com,cmp-0971,won,70,2024-03-11
L-0992,user1003@example.com,cmp-0974,lost,83,2024-03-12
L-0993,user1004@example.com,cmp-0977,open,96,2024-03-13
L-0994,user1005@example.com,cmp-0980,qualified,9,2024-03-14
L-0995,user1006@example.com,cmp-0983,won,22,2024-03-15
L-0996,user1007@example.com,cmp-0986,lost,35,2024-03-16
L-0997,user1008@example.com,cmp-0989,open,48,2024-03-17
L-0998,user1009@example.com,cmp-0992,qualified,61,2024-03-18
L-0999,user1010@example.com,cmp-0995,won,74,2024-03-19
L-1000,user1011@example.com,cmp-0998,lost,87,2024-03-20
