campaign_id,name,owner_email,budget,region_code,launched_at
cmp-0804,Campaign 804,user804@example.com,13011,LATAM,2024-12-15
cmp-0805,Campaign 805,user805@example.com,13148,NA,2024-01-15
cmp-0806,Campaign 806,user806@example.com,13285,EU,2024-02-15
cmp-0807,Campaign 807,user807@example.com,13422,APAC,2024-03-15
cmp-0808,Campaign 808,user808@example.com,13559,LATAM,2024-04-15
cmp-0809,Campaign 809,user809@example.com,13696,NA,2024-05-15
cmp-0810,Campaign 810,user810@example.com,13833,EU,2024-06-15
cmp-0811,Campaign 811,user811@example.com,13970,APAC,2024-07-15
cmp-0812,Campaign 812,user812@example.com,14107,LATAM,2024-08-15
cmp-0813,Campaign 813,user813@example.com,14244,NA,2024-09-15
cmp-0814,Campaign 814,user814@example.com,14381,EU,2024-10-15
cmp-0815,Campaign 815,user815@example.com,14518,APAC,2024-11-15
cmp-0816,Campaign 816,user816@example.com,14655,LATAM,2024-12-15
cmp-0817,Campaign 817,user817@example.com,14792,NA,2024-01-15
cmp-0818,Campaign 818,user818@example.com,14929,EU,2024-02-15
cmp-0819,Campaign 819,user819@example.com,15066,APAC,2024-03-15
cmp-0820,Campaign 820,user820@example.com,15203,LATAM,2024-04-15
cmp-0821,Campaign 821,user821@example.com,15340,NA,2024-05-15
cmp-0822,Campaign 822,user822@example.com,15477,EU,2024-06-15
cmp-0823,Campaign 823,user823@example.com,15614,APAC,2024-07-15
cmp-0824,Campaign 824,user824@example.com,15751,LATAM,2024-08-15
cmp-0825,Campaign 825,user825@example.com,15888,NA,2024-09-15
cmp-0826,Campaign 826,user826@example.com,16025,EU,2024-10-15
cmp-0827,Campaign 827,user827@example.com,16162,APAC,2024-11-15
cmp-0828,Campaign 828,user828@example.com,16299,LATAM,2024-12-15
cmp-0829,Campaign 829,user829@example.com,16436,NA,2024-01-15
cmp-0830,Campaign 830,user830@example.com,16573,EU,2024-02-15
cmp-0831,Campaign 831,alan@example.com,16710,APAC,2024-03-15
cmp-0832,Campaign 832,user832@example.com,16847,LATAM,2024-04-15
cmp-0833,Campaign 833,user833@example.com,16984,NA,2024-05-15
cmp-0834,Campaign 834,user834@example.com,17121,EU,2024-06-15
cmp-0835,Campaign 835,user835@example.com,17258,APAC,2024-07-15
cmp-0836,Campaign 836,user836@example.com,17395,LATAM,2024-08-15
cmp-0837,Campaign 837,user837@example.com,17532,NA,2024-09-15
cmp-0838,Campaign 838,user838@example.com,17669,EU,2024-10-15
cmp-0839,Campaign 839,user839@example.com,17806,APAC,2024-11-15
cmp-0840,Campaign 840,user840@example.com,17943,LATAM,2024-12-15
cmp-0841,Campaign 841,user841@example.com,18080,NA,2024-01-15
cmp-0842,Campaign 842,user842@example.com,18217,EU,2024-02-15
cmp-0843,Campaign 843,user843@example.com,18354,APAC,2024-03-15
cmp-0844,Campaign 844,user844@example.com,18491,LATAM,2024-04-15
cmp-0845,Campaign 845,user845@example.com,18628,NA,2024-05-15
cmp-0846,Campaign 846,user846@example.com,18765,EU,2024-06-15
cmp-0847,Campaign 847,user847@example.com,18902,APAC,2024-07-15
cmp-0848,Campaign 848,user848@example.com,19039,LATAM,2024-08-15
cmp-0849,Campaign 849,user849@example.com,19176,NA,2024-09-15
cmp-0850,Campaign 850,user850@example.com,19313,EU,2024-10-15
cmp-0851,Campaign 851,user851@example.com,19450,APAC,2024-11-15
cmp-0852,Campaign 852,user852@example.com,19587,LATAM,2024-12-15
cmp-0853,Campaign 853,user853@example.com,19724,NA,2024-01-15
cmp-0854,Campaign 854,user854@example.com,19861,EU,2024-02-15
cmp-0855,Campaign 855,user855@example.com,19998,APAC,2024-03-15
cmp-0856,Campaign 856,user856@example.com,20135,LATAM,2024-04-15
cmp-0857,Campaign 857,user857@example.com,20272,NA,2024-05-15
cmp-0858,Campaign 858,user858@example.com,20409,EU,2024-06-15
cmp-0859,Campaign 859,user859@example.com,20546,APAC,2024-07-15
cmp-0860,Campaign 860,user860@example.com,20683,LATAM,2024-08-15
cmp-0861,Campaign 861,user861@example.com,20820,NA,2024-09-15
cmp-0862,Campaign 862,user862@example.com,20957,EU,2024-10-15
cmp-0863,Campaign 863,user863@example.com,21094,APAC,2024-11-15
cmp-0864,Campaign 864,user864@example.com,21231,LATAM,2024-12-15
cmp-0865,Campaign 865,user865@example.com,21368,NA,2024-01-15
cmp-0866,Campaign 866,user866@example.com,21505,EU,2024-02-15
cmp-0867,Campaign 867,user867@example.com,21642,APAC,2024-03-15
cmp-0868,Campaign 868,user868@example.com,21779,LATAM,2024-04-15
cmp-0869,Campaign 869,user869@example.com,21916,NA,2024-05-15
cmp-0870,Campaign 870,user870@example.com,22053,EU,2024-06-15
cmp-0871,Campaign 871,user871@example.com,22190,APAC,2024-07-15
cmp-0872,Campaign 872,user872@example.com,22327,LATAM,2024-08-15
cmp-0873,Campaign 873,user873@example.com,22464,NA,2024-09-15
cmp-0874,Campaign 874,ada@example.com,22601,EU,2024-10-15
cmp-0875,Campaign 875,user875@example.com,22738,APAC,2024-11-15
cmp-0876,Campaign 876,user876@example.com,22875,LATAM,2024-12-15
cmp-0877,Campaign 877,user877@example.com,23012,NA,2024-01-15
cmp-0878,Campaign 878,user878@example.com,23149,EU,2024-02-15
cmp-0879,Campaign 879,user879@example.com,23286,APAC,2024-03-15
cmp-0880,Campaign 880,user880@example.com,23423,LATAM,2024-04-15
cmp-0881,Campaign 881,user881@example.com,23560,NA,2024-05-15
cmp-0882,Campaign 882,user882@example.com,23697,EU,2024-06-15
cmp-0883,Campaign 883,user883@example.com,23834,APAC,2024-07-15
cmp-0884,Campaign 884,user884@example.com,23971,LATAM,2024-08-15
cmp-0885,Campaign 885,user885@example.com,24108,NA,2024-09-15
cmp-0886,Campaign 886,user886@example.com,24245,EU,2024-10-15
cmp-0887,Campaign 887,user887@example.com,24382,APAC,2024-11-15
cmp-0888,Campaign 888,user888@example.com,24519,LATAM,2024-12-15
cmp-0889,Campaign 889,user889@example.com,24656,NA,2024-01-15
cmp-0890,Campaign 890,user890@example.com,24793,EU,2024-02-15
cmp-0891,Campaign 891,grace@example.com,24930,APAC,2024-03-15
cmp-0892,Campaign 892,user892@example.com,25067,LATAM,2024-04-15
cmp-0893,Campaign 893,user893@example.com,25204,NA,2024-05-15
cmp-0894,Campaign 894,user894@example.com,25341,EU,2024-06-15
cmp-0895,Campaign 895,user895@example.com,25478,APAC,2024-07-15
cmp-0896,Campaign 896,user896@example.com,25615,LATAM,2024-08-15
cmp-0897,Campaign 897,user897@example.com,25752,NA,2024-09-15
cmp-0898,Campaign 898,user898@example.com,25889,EU,2024-10-15
cmp-0899,Campaign 899,user899@example.com,26026,APAC,2024-11-15
cmp-0900,Campaign 900,user900@example.com,26163,LATAM,2024-12-15
cmp-0901,Campaign 901,user901@example.com,26300,NA,2024-01-15
cmp-0902,Campaign 902,user902@example.com,26437,EU,2024-02-15
cmp-0903,Campaign 903,user903@example.com,26574,APAC,2024-03-15
cmp-0904,Campaign 904,user904@example.com,26711,LATAM,2024-04-15
cmp-0905,Campaign 905,user905@example.com,26848,NA,2024-05-15
cmp-0906,Campaign 906,user906@example.com,26985,EU,2024-06-15
cmp-0907,Campaign 907,user907@example.com,27122,APAC,2024-07-15
cmp-0908,Campaign 908,user908@example.com,27259,LATAM,2024-08-15
cmp-0909,Campaign 909,user909@example.com,27396,NA,2024-09-15
cmp-0910,Campaign 910,user910@example.com,27533,EU,2024-10-15
cmp-0911,Campaign 911,user911@example.com,27670,APAC,2024-11-15
cmp-0912,Campaign 912,user912@example.com,27807,LATAM,2024-12-15
cmp-0913,Campaign 913,user913@example.com,27944,NA,2024-01-15
cmp-0914,Campaign 914,alan@example.com,28081,EU,2024-02-15
cmp-0915,Campaign 915,user915@example.com,28218,APAC,2024-03-15
cmp-0916,Campaign 916,user916@example.com,28355,LATAM,2024-04-15
cmp-0917,Campaign 917,user917@example.com,28492,NA,2024-05-15
cmp-0918,Campaign 918,user918@example.com,28629,EU,2024-06-15
cmp-0919,Campaign 919,user919@example.com,28766,APAC,2024-07-15
cmp-0920,Campaign 920,user920@example.com,28903,LATAM,2024-08-15
cmp-0921,Campaign 921,user921@example.com,29040,NA,2024-09-15
cmp-0922,Campaign 922,user922@example.com,29177,EU,2024-10-15
cmp-0923,Campaign 923,user923@example.com,29314,APAC,2024-11-15
cmp-0924,Campaign 924,user924@example.com,29451,LATAM,2024-12-15
cmp-0925,Campaign 925,user925@example.com,29588,NA,2024-01-15
cmp-0926,Campaign 926,user926@example.com,29725,EU,2024-02-15
cmp-0927,Campaign 927,user927@example.com,29862,APAC,2024-03-15
cmp-0928,Campaign 928,user928@example.com,29999,LATAM,2024-04-15
cmp-0929,Campaign 929,user929@example.com,30136,NA,2024-05-15
cmp-0930,Campaign 930,user930@example.com,30273,EU,2024-06-15
cmp-0931,Campaign 931,user931@example.com,30410,APAC,2024-07-15
cmp-0932,Campaign 932,user932@example.com,30547,LATAM,2024-08-15
cmp-0933,Campaign 933,user933@example.com,30684,NA,2024-09-15
cmp-0934,Campaign 934,user934@example.com,30821,EU,2024-10-15
cmp-0935,Campaign 935,user935@example.com,30958,APAC,2024-11-15
cmp-0936,Campaign 936,user936@example.com,31095,LATAM,2024-12-15
cmp-0937,Campaign 937,user937@example.com,31232,NA,2024-01-15
cmp-0938,Campaign 938,user938@example.com,31369,EU,2024-02-15
cmp-0939,Campaign 939,user939@example.com,31506,APAC,2024-03-15
cmp-0940,Campaign 940,user940@example.com,31643,LATAM,2024-04-15
cmp-0941,Campaign 941,user941@example.com,31780,NA,2024-05-15
cmp-0942,Campaign 942,user942@example.com,31917,EU,2024-06-15
cmp-0943,Campaign 943,user943@example.com,32054,APAC,2024-07-15
cmp-0944,Campaign 944,user944@example.com,32191,LATAM,2024-08-15
cmp-0945,Campaign 945,user945@example.com,32328,NA,2024-09-15
cmp-0946,Campaign 946,user946@example.com,32465,EU,2024-10-15
cmp-0947,Campaign 947,user947@example.com,32602,APAC,2024-11-15
cmp-0948,Campaign 948,user948@example.com,32739,LATAM,2024-12-15
cmp-0949,Campaign 949,user949@example.com,32876,NA,2024-01-15
cmp-0950,Campaign 950,user950@example.com,33013,EU,2024-02-15
cmp-0951,Campaign 951,user951@example.com,33150,APAC,2024-03-15
cmp-0952,Campaign 952,user952@example.com,33287,LATAM,2024-04-15
cmp-0953,Campaign 953,user953@example.com,33424,NA,2024-05-15
cmp-0954,Campaign 954,user954@example.com,33561,EU,2024-06-15
cmp-0955,Campaign 955,user955@example.com,33698,APAC,2024-07-15
cmp-0956,Campaign 956,user956@example.com,33835,LATAM,2024-08-15
cmp-0957,Campaign 957,user957@example.com,33972,NA,2024-09-15
cmp-0958,Campaign 958,user958@example.com,34109,EU,2024-10-15
cmp-0959,Campaign 959,user959@example.com,34246,APAC,2024-11-15
cmp-0960,Campaign 960,user960@example.com,34383,LATAM,2024-12-15
cmp-0961,Campaign 961,user961@example.com,34520,NA,2024-01-15
cmp-0962,Campaign 962,user962@example.com,34657,EU,2024-02-15
cmp-0963,Campaign 963,user963@example.com,34794,APAC,2024-03-15
cmp-0964,Campaign 964,user964@example.com,34931,LATAM,2024-04-15
cmp-0965,Campaign 965,user965@example.com,35068,NA,2024-05-15
cmp-0966,Campaign 966,user966@example.com,35205,EU,2024-06-15
cmp-0967,Campaign 967,user967@example.com,35342,APAC,2024-07-15
cmp-0968,Campaign 968,user968@example.com,35479,LATAM,2024-08-15
cmp-0969,Campaign 969,user969@example.com,35616,NA,2024-09-15
cmp-0970,Campaign 970,user970@example.com,35753,EU,2024-10-15
cmp-0971,Campaign 971,ada@example.com,35890,APAC,2024-11-15
cmp-0972,Campaign 972,user972@example.com,36027,LATAM,2024-12-15
cmp-0973,Campaign 973,user973@example.com,36164,NA,2024-01-15
cmp-0974,Campaign 974,user974@example.com,36301,EU,2024-02-15
cmp-0975,Campaign 975,user975@example.com,36438,APAC,2024-03-15
cmp-0976,Campaign 976,user976@example.com,36575,LATAM,2024-04-15
cmp-0977,Campaign 977,user977@example.com,36712,NA,2024-05-15
cmp-0978,Campaign 978,user978@example.com,36849,EU,2024-06-15
cmp-0979,Campaign 979,user979@example.com,36986,APAC,2024-07-15
cmp-0980,Campaign 980,grace@example.com,37123,LATAM,2024-08-15
cmp-0981,Campaign 981,user981@example.com,37260,NA,2024-09-15
cmp-0982,Campaign 982,user982@example.com,37397,EU,2024-10-15
cmp-0983,Campaign 983,user983@example.com,37534,APAC,2024-11-15
cmp-0984,Campaign 984,user984@example.com,37671,LATAM,2024-12-15
cmp-0985,Campaign 985,user985@example.com,37808,NA,2024-01-15
cmp-0986,Campaign 986,user986@example.com,37945,EU,2024-02-15
cmp-0987,Campaign 987,user987@example.com,38082,APAC,2024-03-15
cmp-0988,Campaign 988,user988@example.com,38219,LATAM,2024-04-15
cmp-0989,Campaign 989,user989@example.com,38356,NA,2024-05-15
cmp-0990,Campaign 990,user990@example.com,38493,EU,2024-06-15
cmp-0991,Campaign 991,user991@example.com,38630,APAC,2024-07-15
cmp-0992,Campaign 992,user992@example.com,38767,LATAM,2024-08-15
cmp-0993,Campaign 993,user993@example.com,38904,NA,2024-09-15
cmp-0994,Campaign 994,user994@example.com,39041,EU,2024-10-15
cmp-0995,Campaign 995,user995@example.com,39178,APAC,2024-11-15
cmp-0996,Campaign 996,user996@example.com,39315,LATAM,2024-12-15
cmp-0997,Campaign 997,alan@example.com,39452,NA,2024-01-15
cmp-0998,Campaign 998,user998@example.com,39589,EU,2024-02-15
cmp-0999,Campaign 999,user999@example.com,39726,APAC,2024-03-15
cmp-1000,Campaign 1000,user1000@example.com,39863,LATAM,2024-04-15
