event_id,session_id,customer_id,email,event_type,sku,brand_code,event_at,region_code
EVT-0006588,SES-001588,1588,user1588@example.com,purchase,NIKE-SKU-00088,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006589,SES-001589,1589,user1589@example.com,view,PUMA-SKU-00089,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006590,SES-001590,1590,user1590@example.com,add_to_cart,NIKE-SKU-00090,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006591,SES-001591,1591,user1591@example.com,checkout,PUMA-SKU-00091,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006592,SES-001592,1592,user1592@example.com,purchase,NIKE-SKU-00092,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006593,SES-001593,1593,user1593@example.com,view,PUMA-SKU-00093,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006594,SES-001594,1594,user1594@example.com,add_to_cart,NIKE-SKU-00094,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006595,SES-001595,1595,user1595@example.com,checkout,PUMA-SKU-00095,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006596,SES-001596,1596,user1596@example.com,purchase,NIKE-SKU-00096,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006597,SES-001597,1597,user1597@example.com,view,PUMA-SKU-00097,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006598,SES-001598,1598,user1598@example.com,add_to_cart,NIKE-SKU-00098,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006599,SES-001599,1599,user1599@example.com,checkout,PUMA-SKU-00099,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006600,SES-001600,1600,user1600@example.com,purchase,NIKE-SKU-00100,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006601,SES-001601,1601,user1601@example.com,view,PUMA-SKU-00101,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006602,SES-001602,1602,user1602@example.com,add_to_cart,NIKE-SKU-00102,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006603,SES-001603,1603,user1603@example.com,checkout,PUMA-SKU-00103,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006604,SES-001604,1604,user1604@example.com,purchase,NIKE-SKU-00104,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006605,SES-001605,1605,user1605@example.com,view,PUMA-SKU-00105,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006606,SES-001606,1606,user1606@example.com,add_to_cart,NIKE-SKU-00106,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006607,SES-001607,1607,user1607@example.com,checkout,PUMA-SKU-00107,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006608,SES-001608,1608,user1608@example.com,purchase,NIKE-SKU-00108,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006609,SES-001609,1609,user1609@example.com,view,PUMA-SKU-00109,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006610,SES-001610,1610,user1610@example.com,add_to_cart,NIKE-SKU-00110,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006611,SES-001611,1611,user1611@example.com,checkout,PUMA-SKU-00111,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006612,SES-001612,1612,user1612@example.com,purchase,NIKE-SKU-00112,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006613,SES-001613,1613,user1613@example.com,view,PUMA-SKU-00113,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006614,SES-001614,1614,user1614@example.com,add_to_cart,NIKE-SKU-00114,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006615,SES-001615,1615,user1615@example.com,checkout,PUMA-SKU-00115,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006616,SES-001616,1616,user1616@example.com,purchase,NIKE-SKU-00116,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006617,SES-001617,1617,user1617@example.com,view,PUMA-SKU-00117,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006618,SES-001618,1618,user1618@example.com,add_to_cart,NIKE-SKU-00118,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006619,SES-001619,1619,user1619@example.com,checkout,PUMA-SKU-00119,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006620,SES-001620,1620,user1620@example.com,purchase,NIKE-SKU-00120,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006621,SES-001621,1621,user1621@example.com,view,PUMA-SKU-00121,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006622,SES-001622,1622,user1622@example.com,add_to_cart,NIKE-SKU-00122,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006623,SES-001623,1623,user1623@example.com,checkout,PUMA-SKU-00123,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006624,SES-001624,1624,user1624@example.com,purchase,NIKE-SKU-00124,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006625,SES-001625,1625,user1625@example.com,view,PUMA-SKU-00125,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006626,SES-001626,1626,user1626@example.com,add_to_cart,NIKE-SKU-00126,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006627,SES-001627,1627,user1627@example.com,checkout,PUMA-SKU-00127,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006628,SES-001628,1628,user1628@example.com,purchase,NIKE-SKU-00128,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006629,SES-001629,1629,user1629@example.com,view,PUMA-SKU-00129,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006630,SES-001630,1630,user1630@example.com,add_to_cart,NIKE-SKU-00130,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006631,SES-001631,1631,user1631@example.com,checkout,PUMA-SKU-00131,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006632,SES-001632,1632,user1632@example.com,purchase,NIKE-SKU-00132,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006633,SES-001633,1633,user1633@example.com,view,PUMA-SKU-00133,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006634,SES-001634,1634,user1634@example.com,add_to_cart,NIKE-SKU-00134,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006635,SES-001635,1635,user1635@example.com,checkout,PUMA-SKU-00135,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006636,SES-001636,1636,user1636@example.com,purchase,NIKE-SKU-00136,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006637,SES-001637,1637,user1637@example.com,view,PUMA-SKU-00137,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006638,SES-001638,1638,user1638@example.com,add_to_cart,NIKE-SKU-00138,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006639,SES-001639,1639,user1639@example.com,checkout,PUMA-SKU-00139,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006640,SES-001640,1640,user1640@example.com,purchase,NIKE-SKU-00140,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006641,SES-001641,1641,user1641@example.com,view,PUMA-SKU-00141,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006642,SES-001642,1642,user1642@example.com,add_to_cart,NIKE-SKU-00142,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006643,SES-001643,1643,user1643@example.com,checkout,PUMA-SKU-00143,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006644,SES-001644,1644,user1644@example.com,purchase,NIKE-SKU-00144,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006645,SES-001645,1645,user1645@example.com,view,PUMA-SKU-00145,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006646,SES-001646,1646,user1646@example.com,add_to_cart,NIKE-SKU-00146,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006647,SES-001647,1647,user1647@example.com,checkout,PUMA-SKU-00147,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006648,SES-001648,1648,user1648@example.com,purchase,NIKE-SKU-00148,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006649,SES-001649,1649,user1649@example.com,view,PUMA-SKU-00149,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006650,SES-001650,1650,user1650@example.com,add_to_cart,NIKE-SKU-00150,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006651,SES-001651,1651,user1651@example.com,checkout,PUMA-SKU-00151,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006652,SES-001652,1652,user1652@example.com,purchase,NIKE-SKU-00152,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006653,SES-001653,1653,user1653@example.com,view,PUMA-SKU-00153,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006654,SES-001654,1654,user1654@example.com,add_to_cart,NIKE-SKU-00154,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006655,SES-001655,1655,user1655@example.com,checkout,PUMA-SKU-00155,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006656,SES-001656,1656,user1656@example.com,purchase,NIKE-SKU-00156,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006657,SES-001657,1657,user1657@example.com,view,PUMA-SKU-00157,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006658,SES-001658,1658,user1658@example.com,add_to_cart,NIKE-SKU-00158,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006659,SES-001659,1659,user1659@example.com,checkout,PUMA-SKU-00159,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006660,SES-001660,1660,user1660@example.com,purchase,NIKE-SKU-00160,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006661,SES-001661,1661,user1661@example.com,view,PUMA-SKU-00161,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006662,SES-001662,1662,user1662@example.com,add_to_cart,NIKE-SKU-00162,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006663,SES-001663,1663,user1663@example.com,checkout,PUMA-SKU-00163,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006664,SES-001664,1664,user1664@example.com,purchase,NIKE-SKU-00164,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006665,SES-001665,1665,user1665@example.com,view,PUMA-SKU-00165,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006666,SES-001666,1666,user1666@example.com,add_to_cart,NIKE-SKU-00166,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006667,SES-001667,1667,user1667@example.com,checkout,PUMA-SKU-00167,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006668,SES-001668,1668,user1668@example.com,purchase,NIKE-SKU-00168,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006669,SES-001669,1669,user1669@example.com,view,PUMA-SKU-00169,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006670,SES-001670,1670,user1670@example.com,add_to_cart,NIKE-SKU-00170,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006671,SES-001671,1671,user1671@example.com,checkout,PUMA-SKU-00171,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006672,SES-001672,1672,user1672@example.com,purchase,NIKE-SKU-00172,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006673,SES-001673,1673,user1673@example.com,view,PUMA-SKU-00173,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006674,SES-001674,1674,user1674@example.com,add_to_cart,NIKE-SKU-00174,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006675,SES-001675,1675,user1675@example.com,checkout,PUMA-SKU-00175,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006676,SES-001676,1676,user1676@example.com,purchase,NIKE-SKU-00176,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006677,SES-001677,1677,user1677@example.com,view,PUMA-SKU-00177,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006678,SES-001678,1678,user1678@example.com,add_to_cart,NIKE-SKU-00178,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006679,SES-001679,1679,user1679@example.com,checkout,PUMA-SKU-00179,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006680,SES-001680,1680,user1680@example.com,purchase,NIKE-SKU-00180,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006681,SES-001681,1681,user1681@example.com,view,PUMA-SKU-00181,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006682,SES-001682,1682,user1682@example.com,add_to_cart,NIKE-SKU-00182,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006683,SES-001683,1683,user1683@example.com,checkout,PUMA-SKU-00183,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006684,SES-001684,1684,user1684@example.com,purchase,NIKE-SKU-00184,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006685,SES-001685,1685,user1685@example.com,view,PUMA-SKU-00185,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006686,SES-001686,1686,user1686@example.com,add_to_cart,NIKE-SKU-00186,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006687,SES-001687,1687,user1687@example.com,checkout,PUMA-SKU-00187,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006688,SES-001688,1688,user1688@example.com,purchase,NIKE-SKU-00188,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006689,SES-001689,1689,user1689@example.com,view,PUMA-SKU-00189,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006690,SES-001690,1690,user1690@example.com,add_to_cart,NIKE-SKU-00190,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006691,SES-001691,1691,user1691@example.com,checkout,PUMA-SKU-00191,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006692,SES-001692,1692,user1692@example.com,purchase,NIKE-SKU-00192,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006693,SES-001693,1693,user1693@example.com,view,PUMA-SKU-00193,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006694,SES-001694,1694,user1694@example.com,add_to_cart,NIKE-SKU-00194,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006695,SES-001695,1695,user1695@example.com,checkout,PUMA-SKU-00195,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006696,SES-001696,1696,user1696@example.com,purchase,NIKE-SKU-00196,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006697,SES-001697,1697,user1697@example.com,view,PUMA-SKU-00197,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006698,SES-001698,1698,user1698@example.com,add_to_cart,NIKE-SKU-00198,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006699,SES-001699,1699,user1699@example.com,checkout,PUMA-SKU-00199,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006700,SES-001700,1700,user1700@example.com,purchase,NIKE-SKU-00200,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006701,SES-001701,1701,user1701@example.com,view,PUMA-SKU-00201,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006702,SES-001702,1702,user1702@example.com,add_to_cart,NIKE-SKU-00202,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006703,SES-001703,1703,user1703@example.com,checkout,PUMA-SKU-00203,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006704,SES-001704,1704,user1704@example.com,purchase,NIKE-SKU-00204,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006705,SES-001705,1705,user1705@example.com,view,PUMA-SKU-00205,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006706,SES-001706,1706,user1706@example.com,add_to_cart,NIKE-SKU-00206,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006707,SES-001707,1707,user1707@example.com,checkout,PUMA-SKU-00207,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006708,SES-001708,1708,user1708@example.com,purchase,NIKE-SKU-00208,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006709,SES-001709,1709,user1709@example.com,view,PUMA-SKU-00209,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006710,SES-001710,1710,user1710@example.com,add_to_cart,NIKE-SKU-00210,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006711,SES-001711,1711,user1711@example.com,checkout,PUMA-SKU-00211,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006712,SES-001712,1712,user1712@example.com,purchase,NIKE-SKU-00212,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006713,SES-001713,1713,user1713@example.com,view,PUMA-SKU-00213,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006714,SES-001714,1714,user1714@example.com,add_to_cart,NIKE-SKU-00214,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006715,SES-001715,1715,user1715@example.com,checkout,PUMA-SKU-00215,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006716,SES-001716,1716,user1716@example.com,purchase,NIKE-SKU-00216,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006717,SES-001717,1717,user1717@example.com,view,PUMA-SKU-00217,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006718,SES-001718,1718,user1718@example.com,add_to_cart,NIKE-SKU-00218,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006719,SES-001719,1719,user1719@example.com,checkout,PUMA-SKU-00219,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006720,SES-001720,1720,user1720@example.com,purchase,NIKE-SKU-00220,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006721,SES-001721,1721,user1721@example.com,view,PUMA-SKU-00221,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006722,SES-001722,1722,user1722@example.com,add_to_cart,NIKE-SKU-00222,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006723,SES-001723,1723,user1723@example.com,checkout,PUMA-SKU-00223,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006724,SES-001724,1724,user1724@example.com,purchase,NIKE-SKU-00224,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006725,SES-001725,1725,user1725@example.com,view,PUMA-SKU-00225,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006726,SES-001726,1726,user1726@example.com,add_to_cart,NIKE-SKU-00226,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006727,SES-001727,1727,user1727@example.com,checkout,PUMA-SKU-00227,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006728,SES-001728,1728,user1728@example.com,purchase,NIKE-SKU-00228,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006729,SES-001729,1729,user1729@example.com,view,PUMA-SKU-00229,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006730,SES-001730,1730,user1730@example.com,add_to_cart,NIKE-SKU-00230,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006731,SES-001731,1731,user1731@example.com,checkout,PUMA-SKU-00231,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006732,SES-001732,1732,user1732@example.com,purchase,NIKE-SKU-00232,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006733,SES-001733,1733,user1733@example.com,view,PUMA-SKU-00233,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006734,SES-001734,1734,user1734@example.com,add_to_cart,NIKE-SKU-00234,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006735,SES-001735,1735,user1735@example.com,checkout,PUMA-SKU-00235,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006736,SES-001736,1736,user1736@example.com,purchase,NIKE-SKU-00236,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006737,SES-001737,1737,user1737@example.com,view,PUMA-SKU-00237,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006738,SES-001738,1738,user1738@example.com,add_to_cart,NIKE-SKU-00238,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006739,SES-001739,1739,user1739@example.com,checkout,PUMA-SKU-00239,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006740,SES-001740,1740,user1740@example.com,purchase,NIKE-SKU-00240,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006741,SES-001741,1741,user1741@example.com,view,PUMA-SKU-00241,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006742,SES-001742,1742,user1742@example.com,add_to_cart,NIKE-SKU-00242,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006743,SES-001743,1743,user1743@example.com,checkout,PUMA-SKU-00243,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006744,SES-001744,1744,user1744@example.com,purchase,NIKE-SKU-00244,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006745,SES-001745,1745,user1745@example.com,view,PUMA-SKU-00245,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006746,SES-001746,1746,user1746@example.com,add_to_cart,NIKE-SKU-00246,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006747,SES-001747,1747,user1747@example.com,checkout,PUMA-SKU-00247,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006748,SES-001748,1748,user1748@example.com,purchase,NIKE-SKU-00248,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006749,SES-001749,1749,user1749@example.com,view,PUMA-SKU-00249,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006750,SES-001750,1750,user1750@example.com,add_to_cart,NIKE-SKU-00250,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006751,SES-001751,1751,user1751@example.com,checkout,PUMA-SKU-00001,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006752,SES-001752,1752,user1752@example.com,purchase,NIKE-SKU-00002,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006753,SES-001753,1753,user1753@example.com,view,PUMA-SKU-00003,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006754,SES-001754,1754,user1754@example.com,add_to_cart,NIKE-SKU-00004,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006755,SES-001755,1755,user1755@example.com,checkout,PUMA-SKU-00005,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006756,SES-001756,1756,user1756@example.com,purchase,NIKE-SKU-00006,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006757,SES-001757,1757,user1757@example.com,view,PUMA-SKU-00007,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006758,SES-001758,1758,user1758@example.com,add_to_cart,NIKE-SKU-00008,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006759,SES-001759,1759,user1759@example.com,checkout,PUMA-SKU-00009,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006760,SES-001760,1760,user1760@example.com,purchase,NIKE-SKU-00010,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006761,SES-001761,1761,user1761@example.com,view,PUMA-SKU-00011,PUMA,2024-06-13T12:00:00Z,IN-WEST
EVT-0006762,SES-001762,1762,user1762@example.com,add_to_cart,NIKE-SKU-00012,NIKE,2024-06-14T12:00:00Z,IN-NORTH
EVT-0006763,SES-001763,1763,user1763@example.com,checkout,PUMA-SKU-00013,PUMA,2024-06-15T12:00:00Z,IN-SOUTH
EVT-0006764,SES-001764,1764,user1764@example.com,purchase,NIKE-SKU-00014,NIKE,2024-06-16T12:00:00Z,IN-EAST
EVT-0006765,SES-001765,1765,user1765@example.com,view,PUMA-SKU-00015,PUMA,2024-06-17T12:00:00Z,IN-WEST
EVT-0006766,SES-001766,1766,user1766@example.com,add_to_cart,NIKE-SKU-00016,NIKE,2024-06-18T12:00:00Z,IN-NORTH
EVT-0006767,SES-001767,1767,user1767@example.com,checkout,PUMA-SKU-00017,PUMA,2024-06-19T12:00:00Z,IN-SOUTH
EVT-0006768,SES-001768,1768,user1768@example.com,purchase,NIKE-SKU-00018,NIKE,2024-06-20T12:00:00Z,IN-EAST
EVT-0006769,SES-001769,1769,user1769@example.com,view,PUMA-SKU-00019,PUMA,2024-06-21T12:00:00Z,IN-WEST
EVT-0006770,SES-001770,1770,user1770@example.com,add_to_cart,NIKE-SKU-00020,NIKE,2024-06-22T12:00:00Z,IN-NORTH
EVT-0006771,SES-001771,1771,user1771@example.com,checkout,PUMA-SKU-00021,PUMA,2024-06-23T12:00:00Z,IN-SOUTH
EVT-0006772,SES-001772,1772,user1772@example.com,purchase,NIKE-SKU-00022,NIKE,2024-06-24T12:00:00Z,IN-EAST
EVT-0006773,SES-001773,1773,user1773@example.com,view,PUMA-SKU-00023,PUMA,2024-06-25T12:00:00Z,IN-WEST
EVT-0006774,SES-001774,1774,user1774@example.com,add_to_cart,NIKE-SKU-00024,NIKE,2024-06-26T12:00:00Z,IN-NORTH
EVT-0006775,SES-001775,1775,user1775@example.com,checkout,PUMA-SKU-00025,PUMA,2024-06-27T12:00:00Z,IN-SOUTH
EVT-0006776,SES-001776,1776,user1776@example.com,purchase,NIKE-SKU-00026,NIKE,2024-06-28T12:00:00Z,IN-EAST
EVT-0006777,SES-001777,1777,user1777@example.com,view,PUMA-SKU-00027,PUMA,2024-06-01T12:00:00Z,IN-WEST
EVT-0006778,SES-001778,1778,user1778@example.com,add_to_cart,NIKE-SKU-00028,NIKE,2024-06-02T12:00:00Z,IN-NORTH
EVT-0006779,SES-001779,1779,user1779@example.com,checkout,PUMA-SKU-00029,PUMA,2024-06-03T12:00:00Z,IN-SOUTH
EVT-0006780,SES-001780,1780,user1780@example.com,purchase,NIKE-SKU-00030,NIKE,2024-06-04T12:00:00Z,IN-EAST
EVT-0006781,SES-001781,1781,user1781@example.com,view,PUMA-SKU-00031,PUMA,2024-06-05T12:00:00Z,IN-WEST
EVT-0006782,SES-001782,1782,user1782@example.com,add_to_cart,NIKE-SKU-00032,NIKE,2024-06-06T12:00:00Z,IN-NORTH
EVT-0006783,SES-001783,1783,user1783@example.com,checkout,PUMA-SKU-00033,PUMA,2024-06-07T12:00:00Z,IN-SOUTH
EVT-0006784,SES-001784,1784,user1784@example.com,purchase,NIKE-SKU-00034,NIKE,2024-06-08T12:00:00Z,IN-EAST
EVT-0006785,SES-001785,1785,user1785@example.com,view,PUMA-SKU-00035,PUMA,2024-06-09T12:00:00Z,IN-WEST
EVT-0006786,SES-001786,1786,user1786@example.com,add_to_cart,NIKE-SKU-00036,NIKE,2024-06-10T12:00:00Z,IN-NORTH
EVT-0006787,SES-001787,1787,user1787@example.com,checkout,PUMA-SKU-00037,PUMA,2024-06-11T12:00:00Z,IN-SOUTH
EVT-0006788,SES-001788,1788,user1788@example.com,purchase,NIKE-SKU-00038,NIKE,2024-06-12T12:00:00Z,IN-EAST
EVT-0006789,SES-001789,1789,user1789@example.com,view,PUMA-SKU-00039,PUMA,2024-06-13T12:00:00Z,IN-WEST
