lead_id,email,customer_id,campaign_id,brand_code,status,score,created_at
LEAD-005110,user121@example.com,121,CMP-07328,NIKE,qualified,17,2024-03-14
LEAD-005111,user122@example.com,122,CMP-07331,PUMA,won,30,2024-03-15
LEAD-005112,user123@example.com,123,CMP-07334,NIKE,lost,43,2024-03-16
LEAD-005113,user124@example.com,124,CMP-07337,PUMA,open,56,2024-03-17
LEAD-005114,user125@example.com,125,CMP-07340,NIKE,qualified,69,2024-03-18
LEAD-005115,user126@example.com,126,CMP-07343,PUMA,won,82,2024-03-19
LEAD-005116,user127@example.com,127,CMP-07346,NIKE,lost,95,2024-03-20
LEAD-005117,user128@example.com,128,CMP-07349,PUMA,open,8,2024-03-21
LEAD-005118,user129@example.com,129,CMP-07352,NIKE,qualified,21,2024-03-22
LEAD-005119,user130@example.com,130,CMP-07355,PUMA,won,34,2024-03-23
LEAD-005120,user131@example.com,131,CMP-07358,NIKE,lost,47,2024-03-24
LEAD-005121,user132@example.com,132,CMP-07361,PUMA,open,60,2024-03-25
LEAD-005122,user133@example.com,133,CMP-07364,NIKE,qualified,73,2024-03-26
LEAD-005123,user134@example.com,134,CMP-07367,PUMA,won,86,2024-03-27
LEAD-005124,user135@example.com,135,CMP-07370,NIKE,lost,99,2024-03-28
LEAD-005125,user136@example.com,136,CMP-07373,PUMA,open,12,2024-03-01
LEAD-005126,user137@example.com,137,CMP-07376,NIKE,qualified,25,2024-03-02
LEAD-005127,user138@example.com,138,CMP-07379,PUMA,won,38,2024-03-03
LEAD-005128,user139@example.com,139,CMP-07382,NIKE,lost,51,2024-03-04
LEAD-005129,user140@example.com,140,CMP-07385,PUMA,open,64,2024-03-05
LEAD-005130,user141@example.com,141,CMP-07388,NIKE,qualified,77,2024-03-06
LEAD-005131,user142@example.com,142,CMP-07391,PUMA,won,90,2024-03-07
LEAD-005132,user143@example.com,143,CMP-07394,NIKE,lost,3,2024-03-08
LEAD-005133,user144@example.com,144,CMP-07397,PUMA,open,16,2024-03-09
LEAD-005134,user145@example.com,145,CMP-07400,NIKE,qualified,29,2024-03-10
LEAD-005135,user146@example.com,146,CMP-07403,PUMA,won,42,2024-03-11
LEAD-005136,user147@example.com,147,CMP-07406,NIKE,lost,55,2024-03-12
LEAD-005137,user148@example.com,148,CMP-07409,PUMA,open,68,2024-03-13
LEAD-005138,user149@example.com,149,CMP-07412,NIKE,qualified,81,2024-03-14
LEAD-005139,user150@example.com,150,CMP-07415,PUMA,won,94,2024-03-15
LEAD-005140,user151@example.com,151,CMP-07418,NIKE,lost,7,2024-03-16
LEAD-005141,user152@example.com,152,CMP-07421,PUMA,open,20,2024-03-17
LEAD-005142,user153@example.com,153,CMP-07424,NIKE,qualified,33,2024-03-18
LEAD-005143,user154@example.com,154,CMP-07427,PUMA,won,46,2024-03-19
LEAD-005144,user155@example.com,155,CMP-07430,NIKE,lost,59,2024-03-20
LEAD-005145,user156@example.com,156,CMP-07433,PUMA,open,72,2024-03-21
LEAD-005146,user157@example.com,157,CMP-07436,NIKE,qualified,85,2024-03-22
LEAD-005147,user158@example.com,158,CMP-07439,PUMA,won,98,2024-03-23
LEAD-005148,user159@example.com,159,CMP-07442,NIKE,lost,11,2024-03-24
LEAD-005149,user160@example.com,160,CMP-07445,PUMA,open,24,2024-03-25
LEAD-005150,user161@example.com,161,CMP-07448,NIKE,qualified,37,2024-03-26
LEAD-005151,user162@example.com,162,CMP-07451,PUMA,won,50,2024-03-27
LEAD-005152,user163@example.com,163,CMP-07454,NIKE,lost,63,2024-03-28
LEAD-005153,user164@example.com,164,CMP-07457,PUMA,open,76,2024-03-01
LEAD-005154,user165@example.com,165,CMP-07460,NIKE,qualified,89,2024-03-02
LEAD-005155,user166@example.com,166,CMP-07463,PUMA,won,2,2024-03-03
LEAD-005156,user167@example.com,167,CMP-07466,NIKE,lost,15,2024-03-04
LEAD-005157,user168@example.com,168,CMP-07469,PUMA,open,28,2024-03-05
LEAD-005158,user169@example.com,169,CMP-07472,NIKE,qualified,41,2024-03-06
LEAD-005159,user170@example.com,170,CMP-07475,PUMA,won,54,2024-03-07
LEAD-005160,user171@example.com,171,CMP-07478,NIKE,lost,67,2024-03-08
LEAD-005161,user172@example.com,172,CMP-07481,PUMA,open,80,2024-03-09
LEAD-005162,user173@example.com,173,CMP-07484,NIKE,qualified,93,2024-03-10
LEAD-005163,user174@example.com,174,CMP-07487,PUMA,won,6,2024-03-11
LEAD-005164,user175@example.com,175,CMP-07490,NIKE,lost,19,2024-03-12
LEAD-005165,user176@example.com,176,CMP-07493,PUMA,open,32,2024-03-13
LEAD-005166,user177@example.com,177,CMP-07496,NIKE,qualified,45,2024-03-14
LEAD-005167,user178@example.com,178,CMP-07499,PUMA,won,58,2024-03-15
LEAD-005168,user179@example.com,179,CMP-07502,NIKE,lost,71,2024-03-16
LEAD-005169,user180@example.com,180,CMP-07505,PUMA,open,84,2024-03-17
LEAD-005170,user181@example.com,181,CMP-07508,NIKE,qualified,97,2024-03-18
LEAD-005171,user182@example.com,182,CMP-07511,PUMA,won,10,2024-03-19
LEAD-005172,user183@example.com,183,CMP-07514,NIKE,lost,23,2024-03-20
LEAD-005173,user184@example.com,184,CMP-07517,PUMA,open,36,2024-03-21
LEAD-005174,user185@example.com,185,CMP-07520,NIKE,qualified,49,2024-03-22
LEAD-005175,user186@example.com,186,CMP-07523,PUMA,won,62,2024-03-23
LEAD-005176,user187@example.com,187,CMP-07526,NIKE,lost,75,2024-03-24
LEAD-005177,user188@example.com,188,CMP-07529,PUMA,open,88,2024-03-25
LEAD-005178,user189@example.com,189,CMP-07532,NIKE,qualified,1,2024-03-26
LEAD-005179,user190@example.com,190,CMP-07535,PUMA,won,14,2024-03-27
LEAD-005180,user191@example.com,191,CMP-07538,NIKE,lost,27,2024-03-28
LEAD-005181,user192@example.com,192,CMP-07541,PUMA,open,40,2024-03-01
LEAD-005182,user193@example.com,193,CMP-07544,NIKE,qualified,53,2024-03-02
LEAD-005183,user194@example.com,194,CMP-07547,PUMA,won,66,2024-03-03
LEAD-005184,user195@example.com,195,CMP-07550,NIKE,lost,79,2024-03-04
LEAD-005185,user196@example.com,196,CMP-07553,PUMA,open,92,2024-03-05
LEAD-005186,user197@example.com,197,CMP-07556,NIKE,qualified,5,2024-03-06
LEAD-005187,user198@example.com,198,CMP-07559,PUMA,won,18,2024-03-07
LEAD-005188,user199@example.com,199,CMP-07562,NIKE,lost,31,2024-03-08
LEAD-005189,user200@example.com,200,CMP-07565,PUMA,open,44,2024-03-09
LEAD-005190,user201@example.com,201,CMP-07568,NIKE,qualified,57,2024-03-10
LEAD-005191,user202@example.com,202,CMP-07571,PUMA,won,70,2024-03-11
LEAD-005192,user203@example.com,203,CMP-07574,NIKE,lost,83,2024-03-12
LEAD-005193,user204@example.com,204,CMP-07577,PUMA,open,96,2024-03-13
LEAD-005194,user205@example.com,205,CMP-07580,NIKE,qualified,9,2024-03-14
LEAD-005195,user206@example.com,206,CMP-07583,PUMA,won,22,2024-03-15
LEAD-005196,user207@example.com,207,CMP-07586,NIKE,lost,35,2024-03-16
LEAD-005197,user208@example.com,208,CMP-07589,PUMA,open,48,2024-03-17
LEAD-005198,user209@example.com,209,CMP-07592,NIKE,qualified,61,2024-03-18
LEAD-005199,user210@example.com,210,CMP-07595,PUMA,won,74,2024-03-19
LEAD-005200,user211@example.com,211,CMP-07598,NIKE,lost,87,2024-03-20
LEAD-005201,user212@example.com,212,CMP-07601,PUMA,open,0,2024-03-21
LEAD-005202,user213@example.com,213,CMP-07604,NIKE,qualified,13,2024-03-22
LEAD-005203,user214@example.com,214,CMP-07607,PUMA,won,26,2024-03-23
LEAD-005204,user215@example.com,215,CMP-07610,NIKE,lost,39,2024-03-24
LEAD-005205,user216@example.com,216,CMP-07613,PUMA,open,52,2024-03-25
LEAD-005206,user217@example.com,217,CMP-07616,NIKE,qualified,65,2024-03-26
LEAD-005207,user218@example.com,218,CMP-07619,PUMA,won,78,2024-03-27
LEAD-005208,user219@example.com,219,CMP-07622,NIKE,lost,91,2024-03-28
LEAD-005209,user220@example.com,220,CMP-07625,PUMA,open,4,2024-03-01
LEAD-005210,user221@example.com,221,CMP-07628,NIKE,qualified,17,2024-03-02
LEAD-005211,user222@example.com,222,CMP-07631,PUMA,won,30,2024-03-03
LEAD-005212,user223@example.com,223,CMP-07634,NIKE,lost,43,2024-03-04
LEAD-005213,user224@example.com,224,CMP-07637,PUMA,open,56,2024-03-05
LEAD-005214,user225@example.com,225,CMP-07640,NIKE,qualified,69,2024-03-06
LEAD-005215,user226@example.com,226,CMP-07643,PUMA,won,82,2024-03-07
LEAD-005216,user227@example.com,227,CMP-07646,NIKE,lost,95,2024-03-08
LEAD-005217,user228@example.com,228,CMP-07649,PUMA,open,8,2024-03-09
LEAD-005218,user229@example.com,229,CMP-07652,NIKE,qualified,21,2024-03-10
LEAD-005219,user230@example.com,230,CMP-07655,PUMA,won,34,2024-03-11
LEAD-005220,user231@example.com,231,CMP-07658,NIKE,lost,47,2024-03-12
LEAD-005221,user232@example.com,232,CMP-07661,PUMA,open,60,2024-03-13
LEAD-005222,user233@example.com,233,CMP-07664,NIKE,qualified,73,2024-03-14
LEAD-005223,user234@example.com,234,CMP-07667,PUMA,won,86,2024-03-15
LEAD-005224,user235@example.com,235,CMP-07670,NIKE,lost,99,2024-03-16
LEAD-005225,user236@example.com,236,CMP-07673,PUMA,open,12,2024-03-17
LEAD-005226,user237@example.com,237,CMP-07676,NIKE,qualified,25,2024-03-18
LEAD-005227,user238@example.com,238,CMP-07679,PUMA,won,38,2024-03-19
LEAD-005228,user239@example.com,239,CMP-07682,NIKE,lost,51,2024-03-20
LEAD-005229,user240@example.com,240,CMP-07685,PUMA,open,64,2024-03-21
LEAD-005230,user241@example.com,241,CMP-07688,NIKE,qualified,77,2024-03-22
LEAD-005231,user242@example.com,242,CMP-07691,PUMA,won,90,2024-03-23
LEAD-005232,user243@example.com,243,CMP-07694,NIKE,lost,3,2024-03-24
LEAD-005233,user244@example.com,244,CMP-07697,PUMA,open,16,2024-03-25
LEAD-005234,user245@example.com,245,CMP-07700,NIKE,qualified,29,2024-03-26
LEAD-005235,user246@example.com,246,CMP-07703,PUMA,won,42,2024-03-27
LEAD-005236,user247@example.com,247,CMP-07706,NIKE,lost,55,2024-03-28
LEAD-005237,user248@example.com,248,CMP-07709,PUMA,open,68,2024-03-01
LEAD-005238,user249@example.com,249,CMP-07712,NIKE,qualified,81,2024-03-02
LEAD-005239,user250@example.com,250,CMP-07715,PUMA,won,94,2024-03-03
LEAD-005240,user251@example.com,251,CMP-07718,NIKE,lost,7,2024-03-04
LEAD-005241,user252@example.com,252,CMP-07721,PUMA,open,20,2024-03-05
LEAD-005242,user253@example.com,253,CMP-07724,NIKE,qualified,33,2024-03-06
LEAD-005243,user254@example.com,254,CMP-07727,PUMA,won,46,2024-03-07
LEAD-005244,user255@example.com,255,CMP-07730,NIKE,lost,59,2024-03-08
LEAD-005245,user256@example.com,256,CMP-07733,PUMA,open,72,2024-03-09
LEAD-005246,user257@example.com,257,CMP-07736,NIKE,qualified,85,2024-03-10
LEAD-005247,user258@example.com,258,CMP-07739,PUMA,won,98,2024-03-11
LEAD-005248,user259@example.com,259,CMP-07742,NIKE,lost,11,2024-03-12
LEAD-005249,user260@example.com,260,CMP-07745,PUMA,open,24,2024-03-13
LEAD-005250,user261@example.com,261,CMP-07748,NIKE,qualified,37,2024-03-14
LEAD-005251,user262@example.com,262,CMP-07751,PUMA,won,50,2024-03-15
LEAD-005252,user263@example.com,263,CMP-07754,NIKE,lost,63,2024-03-16
LEAD-005253,user264@example.com,264,CMP-07757,PUMA,open,76,2024-03-17
LEAD-005254,user265@example.com,265,CMP-07760,NIKE,qualified,89,2024-03-18
LEAD-005255,user266@example.com,266,CMP-07763,PUMA,won,2,2024-03-19
LEAD-005256,user267@example.com,267,CMP-07766,NIKE,lost,15,2024-03-20
LEAD-005257,user268@example.com,268,CMP-07769,PUMA,open,28,2024-03-21
LEAD-005258,user269@example.com,269,CMP-07772,NIKE,qualified,41,2024-03-22
LEAD-005259,user270@example.com,270,CMP-07775,PUMA,won,54,2024-03-23
LEAD-005260,user271@example.com,271,CMP-07778,NIKE,lost,67,2024-03-24
LEAD-005261,user272@example.com,272,CMP-07781,PUMA,open,80,2024-03-25
LEAD-005262,user273@example.com,273,CMP-07784,NIKE,qualified,93,2024-03-26
LEAD-005263,user274@example.com,274,CMP-07787,PUMA,won,6,2024-03-27
LEAD-005264,user275@example.com,275,CMP-07790,NIKE,lost,19,2024-03-28
LEAD-005265,user276@example.com,276,CMP-07793,PUMA,open,32,2024-03-01
LEAD-005266,user277@example.com,277,CMP-07796,NIKE,qualified,45,2024-03-02
LEAD-005267,user278@example.com,278,CMP-07799,PUMA,won,58,2024-03-03
LEAD-005268,user279@example.com,279,CMP-07802,NIKE,lost,71,2024-03-04
LEAD-005269,user280@example.com,280,CMP-07805,PUMA,open,84,2024-03-05
LEAD-005270,user281@example.com,281,CMP-07808,NIKE,qualified,97,2024-03-06
LEAD-005271,user282@example.com,282,CMP-07811,PUMA,won,10,2024-03-07
LEAD-005272,user283@example.com,283,CMP-07814,NIKE,lost,23,2024-03-08
LEAD-005273,user284@example.com,284,CMP-07817,PUMA,open,36,2024-03-09
LEAD-005274,user285@example.com,285,CMP-07820,NIKE,qualified,49,2024-03-10
LEAD-005275,user286@example.com,286,CMP-07823,PUMA,won,62,2024-03-11
LEAD-005276,user287@example.com,287,CMP-07826,NIKE,lost,75,2024-03-12
LEAD-005277,user288@example.com,288,CMP-07829,PUMA,open,88,2024-03-13
LEAD-005278,user289@example.com,289,CMP-07832,NIKE,qualified,1,2024-03-14
LEAD-005279,user290@example.com,290,CMP-07835,PUMA,won,14,2024-03-15
LEAD-005280,user291@example.com,291,CMP-07838,NIKE,lost,27,2024-03-16
LEAD-005281,user292@example.com,292,CMP-07841,PUMA,open,40,2024-03-17
LEAD-005282,user293@example.com,293,CMP-07844,NIKE,qualified,53,2024-03-18
LEAD-005283,user294@example.com,294,CMP-07847,PUMA,won,66,2024-03-19
LEAD-005284,user295@example.com,295,CMP-07850,NIKE,lost,79,2024-03-20
LEAD-005285,user296@example.com,296,CMP-07853,PUMA,open,92,2024-03-21
LEAD-005286,user297@example.com,297,CMP-07856,NIKE,qualified,5,2024-03-22
LEAD-005287,user298@example.com,298,CMP-07859,PUMA,won,18,2024-03-23
LEAD-005288,user299@example.com,299,CMP-07862,NIKE,lost,31,2024-03-24
LEAD-005289,user300@example.com,300,CMP-07865,PUMA,open,44,2024-03-25
LEAD-005290,user301@example.com,301,CMP-07868,NIKE,qualified,57,2024-03-26
LEAD-005291,user302@example.com,302,CMP-07871,PUMA,won,70,2024-03-27
LEAD-005292,user303@example.com,303,CMP-07874,NIKE,lost,83,2024-03-28
LEAD-005293,user304@example.com,304,CMP-07877,PUMA,open,96,2024-03-01
LEAD-005294,user305@example.com,305,CMP-07880,NIKE,qualified,9,2024-03-02
LEAD-005295,user306@example.com,306,CMP-07883,PUMA,won,22,2024-03-03
LEAD-005296,user307@example.com,307,CMP-07886,NIKE,lost,35,2024-03-04
LEAD-005297,user308@example.com,308,CMP-07889,PUMA,open,48,2024-03-05
LEAD-005298,user309@example.com,309,CMP-07892,NIKE,qualified,61,2024-03-06
LEAD-005299,user310@example.com,310,CMP-07895,PUMA,won,74,2024-03-07
LEAD-005300,user311@example.com,311,CMP-07898,NIKE,lost,87,2024-03-08
LEAD-005301,user312@example.com,312,CMP-07901,PUMA,open,0,2024-03-09
LEAD-005302,user313@example.com,313,CMP-07904,NIKE,qualified,13,2024-03-10
LEAD-005303,user314@example.com,314,CMP-07907,PUMA,won,26,2024-03-11
LEAD-005304,user315@example.com,315,CMP-07910,NIKE,lost,39,2024-03-12
LEAD-005305,user316@example.com,316,CMP-07913,PUMA,open,52,2024-03-13
LEAD-005306,user317@example.com,317,CMP-07916,NIKE,qualified,65,2024-03-14
LEAD-005307,user318@example.com,318,CMP-07919,PUMA,won,78,2024-03-15
LEAD-005308,user319@example.com,319,CMP-07922,NIKE,lost,91,2024-03-16
LEAD-005309,user320@example.com,320,CMP-07925,PUMA,open,4,2024-03-17
LEAD-005310,user321@example.com,321,CMP-07928,NIKE,qualified,17,2024-03-18
LEAD-005311,user322@example.com,322,CMP-07931,PUMA,won,30,2024-03-19
LEAD-005312,user323@example.com,323,CMP-07934,NIKE,lost,43,2024-03-20
LEAD-005313,user324@example.com,324,CMP-07937,PUMA,open,56,2024-03-21
LEAD-005314,user325@example.com,325,CMP-07940,NIKE,qualified,69,2024-03-22
LEAD-005315,user326@example.com,326,CMP-07943,PUMA,won,82,2024-03-23
LEAD-005316,user327@example.com,327,CMP-07946,NIKE,lost,95,2024-03-24
LEAD-005317,user328@example.com,328,CMP-07949,PUMA,open,8,2024-03-25
LEAD-005318,user329@example.com,329,CMP-07952,NIKE,qualified,21,2024-03-26
LEAD-005319,user330@example.com,330,CMP-07955,PUMA,won,34,2024-03-27
LEAD-005320,user331@example.com,331,CMP-07958,NIKE,lost,47,2024-03-28
LEAD-005321,user332@example.com,332,CMP-07961,PUMA,open,60,2024-03-01
LEAD-005322,user333@example.com,333,CMP-07964,NIKE,qualified,73,2024-03-02
LEAD-005323,user334@example.com,334,CMP-07967,PUMA,won,86,2024-03-03
LEAD-005324,user335@example.com,335,CMP-07970,NIKE,lost,99,2024-03-04
LEAD-005325,user336@example.com,336,CMP-07973,PUMA,open,12,2024-03-05
LEAD-005326,user337@example.com,337,CMP-07976,NIKE,qualified,25,2024-03-06
LEAD-005327,user338@example.com,338,CMP-07979,PUMA,won,38,2024-03-07
LEAD-005328,user339@example.com,339,CMP-07982,NIKE,lost,51,2024-03-08
LEAD-005329,user340@example.com,340,CMP-07985,PUMA,open,64,2024-03-09
LEAD-005330,user341@example.com,341,CMP-07988,NIKE,qualified,77,2024-03-10
LEAD-005331,user342@example.com,342,CMP-07991,PUMA,won,90,2024-03-11
LEAD-005332,user343@example.com,343,CMP-07994,NIKE,lost,3,2024-03-12
LEAD-005333,user344@example.com,344,CMP-07997,PUMA,open,16,2024-03-13
LEAD-005334,user345@example.com,345,CMP-08000,NIKE,qualified,29,2024-03-14
LEAD-005335,user346@example.com,346,CMP-00003,PUMA,won,42,2024-03-15
LEAD-005336,user347@example.com,347,CMP-00006,NIKE,lost,55,2024-03-16
LEAD-005337,user348@example.com,348,CMP-00009,PUMA,open,68,2024-03-17
LEAD-005338,user349@example.com,349,CMP-00012,NIKE,qualified,81,2024-03-18
LEAD-005339,user350@example.com,350,CMP-00015,PUMA,won,94,2024-03-19
LEAD-005340,user351@example.com,351,CMP-00018,NIKE,lost,7,2024-03-20
LEAD-005341,user352@example.com,352,CMP-00021,PUMA,open,20,2024-03-21
LEAD-005342,user353@example.com,353,CMP-00024,NIKE,qualified,33,2024-03-22
LEAD-005343,user354@example.com,354,CMP-00027,PUMA,won,46,2024-03-23
LEAD-005344,user355@example.com,355,CMP-00030,NIKE,lost,59,2024-03-24
LEAD-005345,user356@example.com,356,CMP-00033,PUMA,open,72,2024-03-25
LEAD-005346,user357@example.com,357,CMP-00036,NIKE,qualified,85,2024-03-26
LEAD-005347,user358@example.com,358,CMP-00039,PUMA,won,98,2024-03-27
LEAD-005348,user359@example.com,359,CMP-00042,NIKE,lost,11,2024-03-28
LEAD-005349,user360@example.com,360,CMP-00045,PUMA,open,24,2024-03-01
LEAD-005350,user361@example.com,361,CMP-00048,NIKE,qualified,37,2024-03-02
LEAD-005351,user362@example.com,362,CMP-00051,PUMA,won,50,2024-03-03
LEAD-005352,user363@example.com,363,CMP-00054,NIKE,lost,63,2024-03-04
LEAD-005353,user364@example.com,364,CMP-00057,PUMA,open,76,2024-03-05
LEAD-005354,user365@example.com,365,CMP-00060,NIKE,qualified,89,2024-03-06
LEAD-005355,user366@example.com,366,CMP-00063,PUMA,won,2,2024-03-07
LEAD-005356,user367@example.com,367,CMP-00066,NIKE,lost,15,2024-03-08
LEAD-005357,user368@example.com,368,CMP-00069,PUMA,open,28,2024-03-09
LEAD-005358,user369@example.com,369,CMP-00072,NIKE,qualified,41,2024-03-10
LEAD-005359,user370@example.com,370,CMP-00075,PUMA,won,54,2024-03-11
LEAD-005360,user371@example.com,371,CMP-00078,NIKE,lost,67,2024-03-12
LEAD-005361,user372@example.com,372,CMP-00081,PUMA,open,80,2024-03-13
LEAD-005362,user373@example.com,373,CMP-00084,NIKE,qualified,93,2024-03-14
LEAD-005363,user374@example.com,374,CMP-00087,PUMA,won,6,2024-03-15
LEAD-005364,user375@example.com,375,CMP-00090,NIKE,lost,19,2024-03-16
LEAD-005365,user376@example.com,376,CMP-00093,PUMA,open,32,2024-03-17
LEAD-005366,user377@example.com,377,CMP-00096,NIKE,qualified,45,2024-03-18
LEAD-005367,user378@example.com,378,CMP-00099,PUMA,won,58,2024-03-19
LEAD-005368,user379@example.com,379,CMP-00102,NIKE,lost,71,2024-03-20
LEAD-005369,user380@example.com,380,CMP-00105,PUMA,open,84,2024-03-21
LEAD-005370,user381@example.com,381,CMP-00108,NIKE,qualified,97,2024-03-22
LEAD-005371,user382@example.com,382,CMP-00111,PUMA,won,10,2024-03-23
LEAD-005372,user383@example.com,383,CMP-00114,NIKE,lost,23,2024-03-24
LEAD-005373,user384@example.com,384,CMP-00117,PUMA,open,36,2024-03-25
LEAD-005374,user385@example.com,385,CMP-00120,NIKE,qualified,49,2024-03-26
LEAD-005375,user386@example.com,386,CMP-00123,PUMA,won,62,2024-03-27
LEAD-005376,user387@example.com,387,CMP-00126,NIKE,lost,75,2024-03-28
LEAD-005377,user388@example.com,388,CMP-00129,PUMA,open,88,2024-03-01
LEAD-005378,user389@example.com,389,CMP-00132,NIKE,qualified,1,2024-03-02
LEAD-005379,user390@example.com,390,CMP-00135,PUMA,won,14,2024-03-03
LEAD-005380,user391@example.com,391,CMP-00138,NIKE,lost,27,2024-03-04
LEAD-005381,user392@example.com,392,CMP-00141,PUMA,open,40,2024-03-05
LEAD-005382,user393@example.com,393,CMP-00144,NIKE,qualified,53,2024-03-06
LEAD-005383,user394@example.com,394,CMP-00147,PUMA,won,66,2024-03-07
LEAD-005384,user395@example.com,395,CMP-00150,NIKE,lost,79,2024-03-08
LEAD-005385,user396@example.com,396,CMP-00153,PUMA,open,92,2024-03-09
LEAD-005386,user397@example.com,397,CMP-00156,NIKE,qualified,5,2024-03-10
LEAD-005387,user398@example.com,398,CMP-00159,PUMA,won,18,2024-03-11
LEAD-005388,user399@example.com,399,CMP-00162,NIKE,lost,31,2024-03-12
LEAD-005389,user400@example.com,400,CMP-00165,PUMA,open,44,2024-03-13
LEAD-005390,user401@example.com,401,CMP-00168,NIKE,qualified,57,2024-03-14
LEAD-005391,user402@example.com,402,CMP-00171,PUMA,won,70,2024-03-15
LEAD-005392,user403@example.com,403,CMP-00174,NIKE,lost,83,2024-03-16
LEAD-005393,user404@example.com,404,CMP-00177,PUMA,open,96,2024-03-17
LEAD-005394,user405@example.com,405,CMP-00180,NIKE,qualified,9,2024-03-18
LEAD-005395,user406@example.com,406,CMP-00183,PUMA,won,22,2024-03-19
LEAD-005396,user407@example.com,407,CMP-00186,NIKE,lost,35,2024-03-20
LEAD-005397,user408@example.com,408,CMP-00189,PUMA,open,48,2024-03-21
LEAD-005398,user409@example.com,409,CMP-00192,NIKE,qualified,61,2024-03-22
LEAD-005399,user410@example.com,410,CMP-00195,PUMA,won,74,2024-03-23
LEAD-005400,user411@example.com,411,CMP-00198,NIKE,lost,87,2024-03-24
LEAD-005401,user412@example.com,412,CMP-00201,PUMA,open,0,2024-03-25
LEAD-005402,user413@example.com,413,CMP-00204,NIKE,qualified,13,2024-03-26
LEAD-005403,user414@example.com,414,CMP-00207,PUMA,won,26,2024-03-27
LEAD-005404,user415@example.com,415,CMP-00210,NIKE,lost,39,2024-03-28
LEAD-005405,user416@example.com,416,CMP-00213,PUMA,open,52,2024-03-01
LEAD-005406,user417@example.com,417,CMP-00216,NIKE,qualified,65,2024-03-02
LEAD-005407,user418@example.com,418,CMP-00219,PUMA,won,78,2024-03-03
LEAD-005408,user419@example.com,419,CMP-00222,NIKE,lost,91,2024-03-04
LEAD-005409,user420@example.com,420,CMP-00225,PUMA,open,4,2024-03-05
LEAD-005410,user421@example.com,421,CMP-00228,NIKE,qualified,17,2024-03-06
LEAD-005411,user422@example.com,422,CMP-00231,PUMA,won,30,2024-03-07
LEAD-005412,user423@example.com,423,CMP-00234,NIKE,lost,43,2024-03-08
LEAD-005413,user424@example.com,424,CMP-00237,PUMA,open,56,2024-03-09
LEAD-005414,user425@example.com,425,CMP-00240,NIKE,qualified,69,2024-03-10
LEAD-005415,user426@example.com,426,CMP-00243,PUMA,won,82,2024-03-11
LEAD-005416,user427@example.com,427,CMP-00246,NIKE,lost,95,2024-03-12
LEAD-005417,user428@example.com,428,CMP-00249,PUMA,open,8,2024-03-13
LEAD-005418,user429@example.com,429,CMP-00252,NIKE,qualified,21,2024-03-14
LEAD-005419,user430@example.com,430,CMP-00255,PUMA,won,34,2024-03-15
LEAD-005420,user431@example.com,431,CMP-00258,NIKE,lost,47,2024-03-16
LEAD-005421,user432@example.com,432,CMP-00261,PUMA,open,60,2024-03-17
LEAD-005422,user433@example.com,433,CMP-00264,NIKE,qualified,73,2024-03-18
LEAD-005423,user434@example.com,434,CMP-00267,PUMA,won,86,2024-03-19
LEAD-005424,user435@example.com,435,CMP-00270,NIKE,lost,99,2024-03-20
LEAD-005425,user436@example.com,436,CMP-00273,PUMA,open,12,2024-03-21
LEAD-005426,user437@example.com,437,CMP-00276,NIKE,qualified,25,2024-03-22
LEAD-005427,user438@example.com,438,CMP-00279,PUMA,won,38,2024-03-23
LEAD-005428,user439@example.com,439,CMP-00282,NIKE,lost,51,2024-03-24
LEAD-005429,user440@example.com,440,CMP-00285,PUMA,open,64,2024-03-25
LEAD-005430,user441@example.com,441,CMP-00288,NIKE,qualified,77,2024-03-26
LEAD-005431,user442@example.com,442,CMP-00291,PUMA,won,90,2024-03-27
LEAD-005432,user443@example.com,443,CMP-00294,NIKE,lost,3,2024-03-28
LEAD-005433,user444@example.com,444,CMP-00297,PUMA,open,16,2024-03-01
LEAD-005434,user445@example.com,445,CMP-00300,NIKE,qualified,29,2024-03-02
LEAD-005435,user446@example.com,446,CMP-00303,PUMA,won,42,2024-03-03
LEAD-005436,user447@example.com,447,CMP-00306,NIKE,lost,55,2024-03-04
LEAD-005437,user448@example.com,448,CMP-00309,PUMA,open,68,2024-03-05
LEAD-005438,user449@example.com,449,CMP-00312,NIKE,qualified,81,2024-03-06
LEAD-005439,user450@example.com,450,CMP-00315,PUMA,won,94,2024-03-07
LEAD-005440,user451@example.com,451,CMP-00318,NIKE,lost,7,2024-03-08
LEAD-005441,user452@example.com,452,CMP-00321,PUMA,open,20,2024-03-09
LEAD-005442,user453@example.com,453,CMP-00324,NIKE,qualified,33,2024-03-10
LEAD-005443,user454@example.com,454,CMP-00327,PUMA,won,46,2024-03-11
LEAD-005444,user455@example.com,455,CMP-00330,NIKE,lost,59,2024-03-12
LEAD-005445,user456@example.com,456,CMP-00333,PUMA,open,72,2024-03-13
LEAD-005446,user457@example.com,457,CMP-00336,NIKE,qualified,85,2024-03-14
LEAD-005447,user458@example.com,458,CMP-00339,PUMA,won,98,2024-03-15
LEAD-005448,user459@example.com,459,CMP-00342,NIKE,lost,11,2024-03-16
LEAD-005449,user460@example.com,460,CMP-00345,PUMA,open,24,2024-03-17
LEAD-005450,user461@example.com,461,CMP-00348,NIKE,qualified,37,2024-03-18
LEAD-005451,user462@example.com,462,CMP-00351,PUMA,won,50,2024-03-19
